,XP_num,D_control,D_treated,H0_coef_univ,H0_coef,aug_perc,log_pvalue_init,est_cox_coef_init,est_cox_coef_se_init,log_pvalue_HI-VAE_weibull,log_pvalue_control_HI-VAE_weibull,est_cox_coef_HI-VAE_weibull,est_cox_coef_se_HI-VAE_weibull,J-S distance_HI-VAE_weibull,KS test_HI-VAE_weibull,Survival curves distance_HI-VAE_weibull,Detection XGB_HI-VAE_weibull,NNDR_HI-VAE_weibull,K-map score_HI-VAE_weibull,log_pvalue_HI-VAE_piecewise,log_pvalue_control_HI-VAE_piecewise,est_cox_coef_HI-VAE_piecewise,est_cox_coef_se_HI-VAE_piecewise,J-S distance_HI-VAE_piecewise,KS test_HI-VAE_piecewise,Survival curves distance_HI-VAE_piecewise,Detection XGB_HI-VAE_piecewise,NNDR_HI-VAE_piecewise,K-map score_HI-VAE_piecewise,log_pvalue_Surv-GAN,log_pvalue_control_Surv-GAN,est_cox_coef_Surv-GAN,est_cox_coef_se_Surv-GAN,J-S distance_Surv-GAN,KS test_Surv-GAN,Survival curves distance_Surv-GAN,Detection XGB_Surv-GAN,NNDR_Surv-GAN,K-map score_Surv-GAN,log_pvalue_Surv-VAE,log_pvalue_control_Surv-VAE,est_cox_coef_Surv-VAE,est_cox_coef_se_Surv-VAE,J-S distance_Surv-VAE,KS test_Surv-VAE,Survival curves distance_Surv-VAE,Detection XGB_Surv-VAE,NNDR_Surv-VAE,K-map score_Surv-VAE,log_pvalue_HI-VAE_weibull_prior,log_pvalue_control_HI-VAE_weibull_prior,est_cox_coef_HI-VAE_weibull_prior,est_cox_coef_se_HI-VAE_weibull_prior,J-S distance_HI-VAE_weibull_prior,KS test_HI-VAE_weibull_prior,Survival curves distance_HI-VAE_weibull_prior,Detection XGB_HI-VAE_weibull_prior,NNDR_HI-VAE_weibull_prior,K-map score_HI-VAE_weibull_prior,log_pvalue_HI-VAE_piecewise_prior,log_pvalue_control_HI-VAE_piecewise_prior,est_cox_coef_HI-VAE_piecewise_prior,est_cox_coef_se_HI-VAE_piecewise_prior,J-S distance_HI-VAE_piecewise_prior,KS test_HI-VAE_piecewise_prior,Survival curves distance_HI-VAE_piecewise_prior,Detection XGB_HI-VAE_piecewise_prior,NNDR_HI-VAE_piecewise_prior,K-map score_HI-VAE_piecewise_prior
0,198,263.76237623762376,235,-0.4572492525928121,0.8,0.3333333333333333,11.23456755545282,-0.5421471313090943,0.12592172990631798,1.7539986433626191,6.244396481290073,-0.11798062856203147,0.091312968947372,0.008012439741094234,0.943894389438944,0.057296978516217,0.503547619047619,0.4029350849921687,2.0,2.2269794268359946,6.948317015968811,-0.14570520421893415,0.09069720101072899,0.010354466399117579,0.9234323432343233,0.06602370995174181,0.4708571428571428,0.45109494352428764,2.0,8.201542902611143,3.6764265623990187,-0.3419006748401679,0.09438403271886511,0.018741370201127025,0.8316831683168318,0.08949528649844471,0.917142857142857,0.4554588319212127,1.0,0.08302892740086763,10.415092482493165,-0.010617952963958942,0.10641557728626357,0.015802890466770175,0.8930693069306931,0.13120564595422668,0.7727857142857143,0.416197899385977,1.0,2.922461560539954,5.521829550376985,-0.16897938819269342,0.09065323306332743,0.010671763228284604,0.9155115511551155,0.06507769199214399,0.5686666666666667,0.424411915961136,2.0,0.5137128430523489,10.133800668215013,-0.04898743757388069,0.09298391699776601,0.01174549189431773,0.9194719471947195,0.13139753503529122,0.604904761904762,0.346792564833995,1.0
1,198,263.76237623762376,235,-0.4572492525928121,0.8,0.3333333333333333,11.23456755545282,-0.5421471313090943,0.12592172990631798,2.8138747304655256,5.021429572108018,-0.1661004424202383,0.09184969506568175,0.0104308769993959,0.9227722772277226,0.08468623002475034,0.5021428571428571,0.4350749397801894,3.0,0.34812867414897997,9.046777982913477,-0.030611218738194813,0.0926257725855362,0.012195543485330146,0.9273927392739274,0.149823444879376,0.5560238095238097,0.5098146031560954,1.0,5.853849461534935,5.492508972075118,-0.27927119458116273,0.09394301910327735,0.022833679276498698,0.8033003300330034,0.08063305871381676,0.9271666666666667,0.43061397414553526,1.0,1.9213412838202029,6.910902366135626,-0.14676466012873812,0.10113798276524184,0.0183205353818659,0.8772277227722772,0.11040495432473676,0.7167619047619048,0.43862421409255503,2.0,3.5106272255122963,5.053650811377337,-0.19302510764311095,0.09169310255876953,0.013205472436432062,0.9115511551155117,0.06279331442131866,0.5398571428571429,0.44068207434729234,1.0,0.055190497034292844,10.345175945041332,-0.001925503030467994,0.09306458166192319,0.013442961828788309,0.9115511551155115,0.06298308764016405,0.7149047619047619,0.38882379454784416,2.0
2,198,263.76237623762376,235,-0.4572492525928121,0.8,0.3333333333333333,11.23456755545282,-0.5421471313090943,0.12592172990631798,5.499365770622036,3.071809963848563,-0.2554671371649658,0.09148241619370136,0.01370792719438864,0.9115511551155115,0.062484824560743835,0.605095238095238,0.4268033012311936,1.0,3.029540835856181,4.556140416704311,-0.17486784249930648,0.09086748561869025,0.01122308624088747,0.9168316831683169,0.12894319059702214,0.6043333333333334,0.41368246525636937,3.0,7.023178439772857,4.566323834672083,-0.31037133964767133,0.09374662015747218,0.020268746201059604,0.8376237623762376,0.07341129568376994,0.9088571428571427,0.5562009205272186,1.0,2.4047504914687963,5.693525941012123,-0.17230561082303728,0.10183853648320684,0.013999888766201321,0.9023102310231024,0.07288316424994265,0.7655476190476189,0.410041156189469,1.0,2.036168164048411,6.2304026330738225,-0.13342562198493757,0.09265144607318164,0.01304708487687976,0.9174917491749176,0.09818770474676401,0.5037619047619047,0.5046048274179797,3.0,0.46448278035772966,9.207185171831304,-0.04024832815197837,0.09203110734642475,0.016043425823674632,0.8983498349834985,0.09040550199054495,0.6538571428571429,0.38898910817340204,1.0
3,198,263.76237623762376,235,-0.4572492525928121,0.8,0.3333333333333333,11.23456755545282,-0.5421471313090943,0.12592172990631798,0.9548304753792906,7.298954204323429,-0.07285646883477198,0.0920461056164523,0.011510477081224369,0.9194719471947195,0.08993293092420707,0.5442857142857142,0.418784442373012,5.0,1.096957518836159,8.765775950160641,-0.08902639800443438,0.09215964481681976,0.01357705762504389,0.9095709570957093,0.07098539508532198,0.5709523809523809,0.3159092812424634,4.0,5.691933108936578,5.608462963442761,-0.2722808962225936,0.09313933583790807,0.015986196601925785,0.8528052805280527,0.07183245852418513,0.8950952380952382,0.4390460578433722,2.0,3.1650227706347143,5.092634657427707,-0.20369137767882972,0.10042806554775295,0.012921188102553308,0.9089108910891089,0.08503981893082475,0.755547619047619,0.39465528271061556,3.0,2.0268792245025984,5.638764710953339,-0.1322968000688765,0.0921437914531918,0.010344764664940895,0.9247524752475247,0.05138701209306429,0.5258809523809524,0.478589908418959,2.0,0.8825673799762235,8.501952130309176,-0.07062778997181057,0.09166368405494621,0.009611710918220297,0.9254125412541254,0.07533371718400624,0.4818333333333332,0.3914512611624232,2.0
4,198,263.76237623762376,235,-0.4572492525928121,0.8,0.3333333333333333,11.23456755545282,-0.5421471313090943,0.12592172990631798,2.4912296945231374,5.5354936493753,-0.15208117208788507,0.09170566570543041,0.011726812625775775,0.9122112211221122,0.06962475591880363,0.6101904761904761,0.4050399720465231,1.0,2.4621435588061855,5.577604949402044,-0.15746236089889584,0.09158903697438214,0.009511818290267296,0.9287128712871288,0.10262121036730089,0.5831428571428572,0.42735594644186164,1.0,7.465578666976503,3.8189883837244643,-0.32625928573014695,0.09510055372300617,0.02269545675218951,0.8118811881188118,0.08948390926507357,0.9064285714285715,0.4381371160716548,2.0,2.9418740633043603,5.7145343533121435,-0.19620881838378554,0.1014539387024094,0.013134118201145096,0.9069306930693071,0.059458419182605665,0.7109761904761905,0.4457884296916074,1.0,2.492280434734639,5.318560994163156,-0.15271628648137445,0.0920809885752501,0.009810106985428375,0.9273927392739274,0.0893659435922532,0.4814761904761905,0.3949808255732198,4.0,0.5281820503900154,9.572041940568916,-0.05029491258532511,0.09326835905347727,0.01512977873877565,0.9023102310231023,0.09320084226812798,0.6342380952380953,0.4187889347270423,6.0
5,198,263.76237623762376,235,-0.4572492525928121,0.8,0.3333333333333333,11.23456755545282,-0.5421471313090943,0.12592172990631798,0.756009314144534,8.998219640927493,-0.05977878729703628,0.09140058867114362,0.009029133259266586,0.9267326732673266,0.05336261591268383,0.6347619047619047,0.48660510852684286,8.0,4.531912795809342,4.159843136248886,-0.23349769023411354,0.09175855850868955,0.008265341259140437,0.9366336633663368,0.0747557597395042,0.5441904761904762,0.4029014344915293,5.0,7.867905777142268,3.7553961147481565,-0.3310986359769682,0.09361276177642858,0.01808822409025722,0.8277227722772277,0.07797405098546911,0.9029761904761905,0.5327922829661981,1.0,1.5345807469050263,6.801109929609832,-0.127339660551522,0.10288471337610378,0.017100557573339805,0.8864686468646866,0.10779169171279802,0.8326666666666668,0.4213437118537599,1.0,6.0063402582332195,3.2612500791955785,-0.2691660642374929,0.09107985860189931,0.011029674086693865,0.9221122112211221,0.0645299055542354,0.4906428571428572,0.4758785663470108,5.0,2.0146369769745758,16.177469325639834,0.14148503433926682,0.09434189486448054,0.01729408350003679,0.8851485148514852,0.1372982271473858,0.5966904761904761,0.429093659103323,1.0
6,198,263.76237623762376,235,-0.4572492525928121,0.8,0.3333333333333333,11.23456755545282,-0.5421471313090943,0.12592172990631798,1.8716389323495082,6.424373247601733,-0.12419539446008038,0.09164412349489853,0.012763793700453429,0.908910891089109,0.07395447594227897,0.5538095238095238,0.46251859295230013,1.0,4.4196265014910034,4.5004336901488635,-0.2278876321746089,0.09094858062487647,0.01010152400001277,0.9128712871287131,0.05098990211933449,0.6068809523809524,0.41700366931348304,5.0,5.831150834942488,5.301001644014914,-0.27857492509119575,0.09392590536596146,0.023532881301514454,0.8118811881188118,0.08284686502850465,0.904547619047619,0.5028477958901761,2.0,0.47897801223196196,9.66221790283462,-0.05201025798189795,0.10472714328036141,0.014450364967258812,0.900990099009901,0.09480658097895144,0.7996428571428572,0.4780607778706314,1.0,3.4191085440957525,5.731131377984819,-0.19143096731701895,0.091867659675284,0.0130982007754298,0.9135313531353136,0.10517816376393528,0.5365238095238095,0.4796992149474222,3.0,2.646340949603878,6.535439116447991,-0.16521962650521507,0.09158388848476394,0.01074235531211898,0.9306930693069307,0.08346012383773105,0.571547619047619,0.49856817665880915,1.0
7,198,263.76237623762376,235,-0.4572492525928121,0.8,0.3333333333333333,11.23456755545282,-0.5421471313090943,0.12592172990631798,0.8179542085000355,8.016463762283646,-0.06524963172950948,0.09221455687232225,0.012444662687222037,0.9141914191419143,0.061259451291185665,0.5955952380952381,0.3786685690166705,4.0,2.6489954247096477,5.3316587680999925,-0.16638828944568163,0.09217108067532191,0.010341093118853154,0.9287128712871288,0.051647230928032355,0.5188571428571429,0.4010370304090558,1.0,9.95463781290904,2.6709930304180554,-0.38185311162872726,0.09438262245464842,0.018363890593220186,0.8422442244224423,0.0733207092243717,0.8399761904761904,0.40184209591138376,1.0,1.642095023529262,6.648974665981952,-0.13468979096600397,0.10367333655097424,0.015210435693429997,0.8825082508250826,0.08652769894430898,0.8026666666666668,0.42319074474130547,2.0,4.629307733829838,4.3345781554800045,-0.23335002676679314,0.09225538262882119,0.015257937944523091,0.9075907590759075,0.04199785959701582,0.6037857142857143,0.4673461730782868,2.0,0.34174172382672874,12.272329040649044,0.039672301269789594,0.09183080058018195,0.014029358585668904,0.9075907590759077,0.1490929233241605,0.6109761904761905,0.45343678895416123,6.0
8,198,263.76237623762376,235,-0.4572492525928121,0.8,0.3333333333333333,11.23456755545282,-0.5421471313090943,0.12592172990631798,0.28335551271597015,9.723146070857775,-0.02245675907974614,0.09146936976517428,0.010893282954874994,0.9207920792079207,0.09768457541263671,0.5291666666666668,0.4058711834209019,6.0,4.312181953578155,4.999798193096961,-0.22444474264151007,0.09095147836900759,0.010729657540351212,0.9161716171617162,0.08721293804454351,0.5328095238095238,0.46650121272401357,2.0,9.487916983472042,2.9319003136892707,-0.37302833533482865,0.09474082270928447,0.019190477719006373,0.834983498349835,0.07166187174139341,0.9029047619047619,0.417995949276109,1.0,4.143878748622833,3.9976020852232588,-0.24274093541599664,0.10085375286230851,0.01871957664949185,0.8871287128712871,0.09139512008419014,0.7261666666666666,0.40114560862221177,2.0,1.5592019619166977,8.246874000685075,-0.10995079034066024,0.09245531566774208,0.01124612088814874,0.9135313531353134,0.09330075328183554,0.6115952380952381,0.4468715217554151,1.0,0.6663008453991193,13.20729910522034,0.06114268615312561,0.09361442472926873,0.014367873149903466,0.9023102310231024,0.14574341552488854,0.6788095238095239,0.3361151955615156,2.0
9,198,263.76237623762376,235,-0.4572492525928121,0.8,0.3333333333333333,11.23456755545282,-0.5421471313090943,0.12592172990631798,0.8109868960032867,7.993187659568631,-0.07048608367427969,0.09218759877877723,0.009434366569274882,0.9267326732673269,0.11617924532774168,0.5315,0.40639921235186394,5.0,2.912749524361255,5.4940319605739365,-0.17065183957678734,0.09104386647288663,0.011133410019297359,0.9207920792079209,0.06456477290024429,0.47597619047619044,0.4199934450125664,1.0,8.206663376954515,3.641060630336725,-0.3415785715422208,0.09425016626955782,0.01737144132047617,0.834983498349835,0.07931763674047104,0.8852142857142857,0.5800327761900981,1.0,2.866914998514087,5.265612926906605,-0.19294562965067738,0.10146367643051592,0.019440293287631433,0.87986798679868,0.0924796417186315,0.7515952380952381,0.4171667476951697,2.0,3.905836991487832,4.7997299160662905,-0.20690564175400056,0.09106856301275502,0.011452018288513699,0.9128712871287129,0.08635849599371814,0.6622619047619047,0.49876069213654267,3.0,0.1078628904374607,10.43606304562352,0.01604672800803441,0.09220446236011354,0.013253170875419605,0.9102310231023103,0.1219821018685569,0.6654761904761904,0.3882478062286531,1.0
