Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,0.45,1.0,0.8297238858954783
HI-VAE_weibull,80,1.0,0.3875,1.0,0.8168895907591812
HI-VAE_weibull,120,1.0,0.3333333333333333,1.0,0.81165551813746
HI-VAE_weibull,160,1.0,0.36875,1.0,0.812697419761586
HI-VAE_weibull,200,1.0,0.37,1.0,0.8110565605019109
HI-VAE_piecewise,40,1.0,0.55,1.0,0.8305397087181925
HI-VAE_piecewise,80,1.0,0.6125,1.0,0.8310946147885311
HI-VAE_piecewise,120,1.0,0.625,1.0,0.8320284808653214
HI-VAE_piecewise,160,1.0,0.625,1.0,0.8314610508301163
HI-VAE_piecewise,200,1.0,0.65,1.0,0.8347537574155409
Surv-GAN,40,0.0,0.0,0.0,0.009863827891639218
Surv-GAN,80,0.0,0.0,0.0,0.008945274385848816
Surv-GAN,120,0.0,0.0,0.0,0.00606570255184896
Surv-GAN,160,0.0,0.0,0.0,0.004969447796722698
Surv-GAN,200,0.0,0.0,0.0,0.004229028942840813
Surv-VAE,40,0.9,0.975,1.0,0.6016348213233635
Surv-VAE,80,0.9125,0.9875,1.0,0.6007375727256647
Surv-VAE,120,0.875,0.975,1.0,0.5850459951866134
Surv-VAE,160,0.875,0.98125,1.0,0.5891032828546829
Surv-VAE,200,0.87,0.985,1.0,0.5898243727426162
