Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,0.975,1.0,0.8771961347165631
HI-VAE_weibull,80,1.0,0.9625,1.0,0.8708421511081257
HI-VAE_weibull,120,1.0,0.9583333333333334,1.0,0.8759867818815276
HI-VAE_weibull,160,1.0,0.96875,1.0,0.8742993778118896
HI-VAE_weibull,200,1.0,0.965,1.0,0.8724380134183979
HI-VAE_piecewise,40,1.0,0.9,1.0,0.8496649339494852
HI-VAE_piecewise,80,1.0,0.9125,1.0,0.8491106446012134
HI-VAE_piecewise,120,1.0,0.9083333333333333,1.0,0.8452134540435846
HI-VAE_piecewise,160,1.0,0.91875,1.0,0.852428830843821
HI-VAE_piecewise,200,1.0,0.925,1.0,0.8519306870984803
Surv-GAN,40,1.0,0.7,1.0,0.7213230912350633
Surv-GAN,80,1.0,0.675,1.0,0.7102801527511193
Surv-GAN,120,1.0,0.6833333333333333,1.0,0.7097766700442764
Surv-GAN,160,1.0,0.69375,1.0,0.7145464303551207
Surv-GAN,200,1.0,0.715,1.0,0.7156421035805196
Surv-VAE,40,0.825,0.275,1.0,0.5719510829176992
Surv-VAE,80,0.825,0.275,1.0,0.5740572020216371
Surv-VAE,120,0.7916666666666666,0.275,0.9833333333333333,0.5707255394780666
Surv-VAE,160,0.775,0.24375,0.96875,0.5620441860982649
Surv-VAE,200,0.755,0.225,0.97,0.5534856812993632
