Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull_diffusion,40,1.0,1.0,1.0,0.8358860979701234
HI-VAE_weibull_diffusion,80,1.0,1.0,1.0,0.8101979656976608
HI-VAE_weibull_diffusion,120,1.0,1.0,1.0,0.8106917711950935
HI-VAE_weibull_diffusion,160,1.0,1.0,1.0,0.8117235366041898
HI-VAE_weibull_diffusion,200,1.0,1.0,1.0,0.8106020764113611
HI-VAE_piecewise_diffusion,40,1.0,1.0,1.0,0.8909346522506455
HI-VAE_piecewise_diffusion,80,1.0,0.9875,1.0,0.8855623689560282
HI-VAE_piecewise_diffusion,120,1.0,0.9833333333333333,1.0,0.8911001741319903
HI-VAE_piecewise_diffusion,160,1.0,0.9875,1.0,0.8847337234468968
HI-VAE_piecewise_diffusion,200,1.0,0.99,1.0,0.8892455522880508
