J-S distance,KS test,Survival curves distance,Detection XGB,NSND,K-map score,Identifiability score,NNDR,generator
0.007694616402068924,0.9469696969696969,0.011827696163689566,0.64453125,0.2257701663760571,1.0,0.4583333333333333,0.7823814218748676,HI-VAE_weibull_diffusion
0.005852398691841628,0.9545454545454546,0.008060539213670503,0.5799967447916666,0.1586824683297328,1.0,0.421875,0.7984572984270536,HI-VAE_weibull_diffusion
0.008108338459984012,0.9427083333333333,0.036585259993176196,0.5760091145833334,0.132089204862317,1.0,0.4947916666666667,0.7955540846825808,HI-VAE_weibull_diffusion
0.006876734701340905,0.9512310606060607,0.01991985383522665,0.5662434895833334,0.08256623830276845,2.0,0.4583333333333333,0.8077324116119653,HI-VAE_weibull_diffusion
0.007862034403411104,0.9469696969696971,0.01962530022994927,0.5926920572916666,0.10820443703572195,2.0,0.4479166666666667,0.789618088654887,HI-VAE_weibull_diffusion
0.008783394708896717,0.9412878787878788,0.01720327163517546,0.55859375,0.11051263999733447,2.0,0.5104166666666666,0.7949101111824316,HI-VAE_weibull_diffusion
0.007603122965624207,0.9493371212121212,0.01617455822612659,0.5704752604166666,0.08396848704542566,1.0,0.5052083333333334,0.7984410951554342,HI-VAE_weibull_diffusion
0.006730612350674365,0.9441287878787878,0.008826286691258263,0.5448404947916666,0.20305859812195515,1.0,0.4791666666666667,0.7972517917614478,HI-VAE_weibull_diffusion
0.0067286735003356905,0.9507575757575758,0.009988284915732096,0.5628255208333334,0.0993629162570628,1.0,0.4947916666666667,0.7854023732037277,HI-VAE_weibull_diffusion
0.007992534597580819,0.9417613636363638,0.01775539893582846,0.5586751302083334,0.11780201992400063,1.0,0.484375,0.804255607192246,HI-VAE_weibull_diffusion
0.009635702043679804,0.9375,0.018559919904123437,0.6263020833333334,0.09889112410296484,1.0,0.5052083333333334,0.7909356147401799,HI-VAE_weibull_diffusion
0.010097978076774013,0.9375000000000001,0.039477844199407454,0.59130859375,0.09931112786357765,2.0,0.453125,0.7947429644161409,HI-VAE_weibull_diffusion
0.007654960736363755,0.9431818181818182,0.01577536133381152,0.5830078125,0.11175210495456929,1.0,0.453125,0.7937791378260209,HI-VAE_weibull_diffusion
0.008328883127914776,0.9483901515151515,0.021951452644528715,0.60693359375,0.10534902580597995,1.0,0.5052083333333334,0.7859876696484396,HI-VAE_weibull_diffusion
0.007511101571553186,0.9412878787878789,0.026053850489140436,0.5296223958333334,0.0870341536959442,2.0,0.5,0.8032141111118525,HI-VAE_weibull_diffusion
0.008181638748613862,0.9389204545454546,0.012368687811728072,0.6160481770833334,0.08330843659421655,1.0,0.5416666666666666,0.7822304109340901,HI-VAE_weibull_diffusion
0.007998089554678092,0.9446022727272727,0.023844813542081882,0.6023763020833334,0.09878794182269184,1.0,0.4583333333333333,0.7776109722108369,HI-VAE_weibull_diffusion
0.007427174337681699,0.9493371212121212,0.031514339737139595,0.5414225260416666,0.08519963804340196,3.0,0.4583333333333333,0.8007797757780648,HI-VAE_weibull_diffusion
0.008344776621118731,0.9417613636363636,0.021558835534022564,0.593994140625,0.11500452819213924,1.0,0.46875,0.7964729885956405,HI-VAE_weibull_diffusion
0.005547354250163426,0.9583333333333333,0.023353010354983873,0.5281575520833334,0.15567920941666202,1.0,0.4322916666666667,0.7870427139642118,HI-VAE_weibull_diffusion
0.0074497860770848965,0.944128787878788,0.027559855158209683,0.560546875,0.10166346301377042,2.0,0.5,0.7904665557698553,HI-VAE_weibull_diffusion
0.005528950776692151,0.953125,0.01211816889215808,0.5853678385416666,0.10179235553854314,2.0,0.5625,0.7892571366840618,HI-VAE_weibull_diffusion
0.007268963677211472,0.9474431818181817,0.02002164532351226,0.5616861979166666,0.09829028557450296,1.0,0.5052083333333334,0.797885675773875,HI-VAE_weibull_diffusion
0.006968685570880609,0.9493371212121211,0.0068281669825099945,0.5325520833333334,0.12029317850704935,1.0,0.5052083333333334,0.7935021269471629,HI-VAE_weibull_diffusion
0.009408861982214368,0.9389204545454547,0.03670540641370846,0.6304524739583334,0.10239328175468902,2.0,0.4322916666666667,0.7967408269848707,HI-VAE_weibull_diffusion
0.007773277040026619,0.9464962121212122,0.022733063267815025,0.4905598958333333,0.14999447336715266,1.0,0.4791666666666667,0.7964272738265943,HI-VAE_weibull_diffusion
0.011083265075505406,0.9303977272727271,0.023156770742373885,0.6495768229166666,0.09351097487570105,2.0,0.4791666666666667,0.7937818115919493,HI-VAE_weibull_diffusion
0.0072829228476059184,0.9474431818181818,0.006598955361811775,0.5721028645833334,0.107285178949389,4.0,0.4739583333333333,0.8038761708663921,HI-VAE_weibull_diffusion
0.008936920749940793,0.9384469696969696,0.026179654754025578,0.575439453125,0.1875392456245193,1.0,0.4791666666666667,0.797392828081399,HI-VAE_weibull_diffusion
0.007814442188152833,0.9488636363636364,0.025288881940709836,0.56298828125,0.09731389162161425,1.0,0.5104166666666666,0.8062137644978781,HI-VAE_weibull_diffusion
0.007806133037828125,0.9493371212121212,0.027292984296170417,0.567138671875,0.09590341845424959,1.0,0.515625,0.7984164107822154,HI-VAE_weibull_diffusion
0.009141516968419671,0.9370265151515151,0.019175300250902368,0.624755859375,0.15517140284528383,1.0,0.5208333333333334,0.7952717894180035,HI-VAE_weibull_diffusion
0.007984514517121647,0.9422348484848485,0.024063663741666567,0.5475260416666666,0.12804444338808899,3.0,0.5,0.7980035908891076,HI-VAE_weibull_diffusion
0.008099553490732743,0.9450757575757577,0.0227209286165568,0.5591634114583334,0.10027152604223576,1.0,0.4375,0.7935492564021992,HI-VAE_weibull_diffusion
0.0064909082499945625,0.9625946969696969,0.012885856370976546,0.5550944010416666,0.13248982775208565,1.0,0.4583333333333333,0.8005132929472152,HI-VAE_weibull_diffusion
0.007954841094332012,0.9450757575757577,0.01819094097391515,0.6219889322916666,0.1206337640022939,2.0,0.4583333333333333,0.7959220514282117,HI-VAE_weibull_diffusion
0.008525847409724095,0.9375,0.010715543191864218,0.6328938802083334,0.13181358267326562,1.0,0.4479166666666667,0.7908593979207583,HI-VAE_weibull_diffusion
0.00681419609679938,0.9531249999999999,0.023310971432689356,0.5769856770833334,0.15662282777886005,2.0,0.4947916666666667,0.7903746525537555,HI-VAE_weibull_diffusion
0.00818852934249548,0.940814393939394,0.0444084716576101,0.5952962239583334,0.18674121596310123,1.0,0.4947916666666667,0.7930994713551569,HI-VAE_weibull_diffusion
0.008586973701302304,0.9436553030303031,0.020720136143956326,0.5782877604166666,0.0944989460336602,2.0,0.5052083333333334,0.7904309785396295,HI-VAE_weibull_diffusion
0.007179477208910917,0.9559659090909091,0.05025126446411749,0.5745442708333334,0.09429194413181623,1.0,0.4635416666666667,0.7867625127673928,HI-VAE_weibull_diffusion
0.008053858921406858,0.9488636363636364,0.04000133268512493,0.5690104166666666,0.10140501187696616,1.0,0.5520833333333334,0.7989708856703799,HI-VAE_weibull_diffusion
0.008758903636621006,0.944128787878788,0.024807036056023014,0.5626627604166666,0.08579874124684146,2.0,0.5,0.7841909814971837,HI-VAE_weibull_diffusion
0.005720480208369605,0.9607007575757577,0.03790044058899652,0.548828125,0.08919692125129512,1.0,0.453125,0.7934850606724115,HI-VAE_weibull_diffusion
0.007749386831791869,0.9450757575757575,0.011073538975955602,0.5454915364583334,0.10522485182483825,4.0,0.4427083333333333,0.7923421409563349,HI-VAE_weibull_diffusion
0.00762865042185088,0.9460227272727273,0.021462819331941215,0.5506184895833334,0.13697846853400933,1.0,0.4895833333333333,0.7995127547018722,HI-VAE_weibull_diffusion
0.007995042061634457,0.9488636363636364,0.0062582809708882445,0.55126953125,0.0943692815381426,1.0,0.4947916666666667,0.7977316838331072,HI-VAE_weibull_diffusion
0.0047583619585516304,0.9625946969696969,0.018591024339589306,0.5770670572916666,0.10298462934337203,3.0,0.4947916666666667,0.7952375171653767,HI-VAE_weibull_diffusion
0.009399229319212228,0.9356060606060607,0.04707120940663703,0.5992024739583334,0.11611939575478125,1.0,0.4479166666666667,0.7952353300197607,HI-VAE_weibull_diffusion
0.006671773423214386,0.9512310606060607,0.024565456896643256,0.5650227864583334,0.16009951887396692,2.0,0.484375,0.7865821055297403,HI-VAE_weibull_diffusion
0.006826916611512868,0.9540719696969696,0.021993274403897336,0.5972493489583334,0.13362696550965084,1.0,0.4375,0.799745533379653,HI-VAE_weibull_diffusion
0.007737028199062185,0.9464962121212122,0.022610843341839597,0.58642578125,0.08526760263755834,1.0,0.484375,0.8010144364507126,HI-VAE_weibull_diffusion
0.008220672005690804,0.9488636363636364,0.02568404460429535,0.4862467447916667,0.12724717767773233,1.0,0.5364583333333334,0.7821290185051235,HI-VAE_weibull_diffusion
0.007947093682285928,0.9493371212121211,0.01826642109652024,0.5804036458333334,0.10789295235613212,1.0,0.4791666666666667,0.7907150421643497,HI-VAE_weibull_diffusion
0.0071232483099117425,0.9441287878787878,0.010768601332518724,0.6084798177083334,0.13900788633518732,1.0,0.4635416666666667,0.7842575386170596,HI-VAE_weibull_diffusion
0.00913792768978078,0.9412878787878788,0.03336433360111866,0.5564778645833334,0.09917795066560793,1.0,0.4895833333333333,0.7950866691968455,HI-VAE_weibull_diffusion
0.006959599271791952,0.9521780303030304,0.016523979332858384,0.567626953125,0.16173567116409548,1.0,0.5104166666666666,0.7918143633842584,HI-VAE_weibull_diffusion
0.00662746287426541,0.956439393939394,0.025228947078768157,0.5201009114583334,0.10526673859314394,1.0,0.4895833333333333,0.7943887672134322,HI-VAE_weibull_diffusion
0.007847040478877597,0.9474431818181818,0.03392028412701568,0.5659993489583334,0.16353690480213476,1.0,0.4427083333333333,0.7909134826099927,HI-VAE_weibull_diffusion
0.006656021779755086,0.9540719696969698,0.015241159619633736,0.5594889322916666,0.11110213461912909,1.0,0.4583333333333333,0.7958855148746331,HI-VAE_weibull_diffusion
0.007948732901708458,0.9469696969696969,0.019400887328648073,0.5735677083333334,0.13778629761587188,4.0,0.4427083333333333,0.7918370591726606,HI-VAE_weibull_diffusion
0.006845278749382585,0.949810606060606,0.018200185085148316,0.5909830729166666,0.0953281775038699,1.0,0.4635416666666667,0.8037112491209566,HI-VAE_weibull_diffusion
0.008592584714589117,0.9441287878787878,0.019547757093934654,0.55615234375,0.08185863193212796,1.0,0.5625,0.7987929289049495,HI-VAE_weibull_diffusion
0.009766959002649227,0.9351325757575758,0.019803565841293985,0.626953125,0.12387483460776649,1.0,0.4791666666666667,0.7917015935053179,HI-VAE_weibull_diffusion
0.007011815838972101,0.9479166666666667,0.02119247709581846,0.5726725260416666,0.11882252826857602,9.0,0.4895833333333333,0.800862448563051,HI-VAE_weibull_diffusion
0.00875704984964521,0.9517045454545454,0.01641956152377063,0.4951171875,0.13147681190969937,1.0,0.5208333333333334,0.7993288512448626,HI-VAE_weibull_diffusion
0.007803260575022445,0.9398674242424242,0.02189145471476089,0.6298828125,0.2130107908722448,1.0,0.4427083333333333,0.7924551463442744,HI-VAE_weibull_diffusion
0.006732031971946434,0.9526515151515151,0.03390317954864601,0.557861328125,0.12169337402992242,2.0,0.4739583333333333,0.7846895742515548,HI-VAE_weibull_diffusion
0.00675399862821359,0.9526515151515152,0.01294895420623955,0.5517578125,0.09254303415608611,1.0,0.5260416666666666,0.7967452105621252,HI-VAE_weibull_diffusion
0.009253027432901616,0.940814393939394,0.025125442039897174,0.61328125,0.13881436375990874,1.0,0.4375,0.7889390310958976,HI-VAE_weibull_diffusion
0.007423854033045369,0.9474431818181818,0.02053246643377621,0.547119140625,0.09253085521523773,2.0,0.4895833333333333,0.7957228408284388,HI-VAE_weibull_diffusion
0.00725886761296285,0.9493371212121212,0.019436298579918503,0.5785319010416666,0.11085483515342531,1.0,0.546875,0.7864228684533916,HI-VAE_weibull_diffusion
0.007522361104830663,0.9493371212121212,0.012591290078784241,0.5723470052083334,0.08547720653948976,1.0,0.546875,0.7808114213834468,HI-VAE_weibull_diffusion
0.007786316469997675,0.9483901515151515,0.016992848531443668,0.5953776041666666,0.10186837131681621,1.0,0.5,0.790706072276405,HI-VAE_weibull_diffusion
0.008057342533861101,0.9455492424242423,0.034185532741055034,0.61376953125,0.10763695557446767,2.0,0.453125,0.791345806766697,HI-VAE_weibull_diffusion
0.008566673615298623,0.9412878787878788,0.027259081019496003,0.5621744791666666,0.18440927191537124,1.0,0.484375,0.7846456682713331,HI-VAE_weibull_diffusion
