Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,0.9,1.0,1.0,0.5931892189992023
HI-VAE_weibull,80,0.8625,1.0,1.0,0.5800677313952167
HI-VAE_weibull,120,0.8666666666666667,1.0,1.0,0.5796116767135086
HI-VAE_weibull,160,0.85625,1.0,1.0,0.5738488523163695
HI-VAE_weibull,200,0.83,1.0,1.0,0.5638385613467655
HI-VAE_piecewise,40,1.0,0.9,1.0,0.877373653457193
HI-VAE_piecewise,80,1.0,0.925,1.0,0.8877353502522146
HI-VAE_piecewise,120,1.0,0.925,1.0,0.8917687557185555
HI-VAE_piecewise,160,1.0,0.93125,1.0,0.8952141676753973
HI-VAE_piecewise,200,1.0,0.94,1.0,0.8937040518700118
Surv-GAN,40,0.0,0.0,0.075,0.08851328030725991
Surv-GAN,80,0.0,0.0,0.05,0.0892239312717554
Surv-GAN,120,0.0,0.0,0.058333333333333334,0.09114458665905541
Surv-GAN,160,0.0,0.0,0.05,0.08470953994958685
Surv-GAN,200,0.0,0.0,0.05,0.08287300427953012
Surv-VAE,40,0.0,0.0,0.05,0.10307581504834953
Surv-VAE,80,0.0,0.0,0.0375,0.10184957732196016
Surv-VAE,120,0.0,0.0,0.03333333333333333,0.09797289573488135
Surv-VAE,160,0.0,0.0,0.0375,0.09576058806201579
Surv-VAE,200,0.0,0.0,0.04,0.093073939515856
HI-VAE_weibull_diffusion,40,1.0,1.0,1.0,0.7658741652525476
HI-VAE_weibull_diffusion,80,0.9875,1.0,1.0,0.7499851414583717
HI-VAE_weibull_diffusion,120,0.9833333333333333,1.0,1.0,0.731488309976012
HI-VAE_weibull_diffusion,160,0.9875,1.0,1.0,0.727864527860783
HI-VAE_weibull_diffusion,200,0.985,1.0,1.0,0.7267431993439208
HI-VAE_piecewise_diffusion,40,0.975,0.7,1.0,0.8527220998192142
HI-VAE_piecewise_diffusion,80,0.9875,0.75,1.0,0.8697073815914733
HI-VAE_piecewise_diffusion,120,0.9916666666666667,0.725,1.0,0.8622480282041624
HI-VAE_piecewise_diffusion,160,0.99375,0.71875,1.0,0.8610343329291167
HI-VAE_piecewise_diffusion,200,0.995,0.725,1.0,0.8603403930546455
