Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull_diffusion,40,1.0,1.0,1.0,0.8692327736859905
HI-VAE_weibull_diffusion,80,1.0,1.0,1.0,0.8665227694522748
HI-VAE_weibull_diffusion,120,1.0,1.0,1.0,0.8695671701800105
HI-VAE_weibull_diffusion,160,1.0,1.0,1.0,0.8694887287712888
HI-VAE_weibull_diffusion,200,1.0,1.0,1.0,0.8707615772977249
HI-VAE_piecewise_diffusion,40,0.975,0.75,1.0,0.6992003349757356
HI-VAE_piecewise_diffusion,80,0.9625,0.7875,1.0,0.6971296754348583
HI-VAE_piecewise_diffusion,120,0.9583333333333334,0.7916666666666666,1.0,0.6991831682133985
HI-VAE_piecewise_diffusion,160,0.95625,0.8,1.0,0.7008948709706682
HI-VAE_piecewise_diffusion,200,0.965,0.81,1.0,0.701146392712639
