Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,1.0,1.0,0.7971338932926575
HI-VAE_weibull,80,1.0,1.0,1.0,0.7927746474152982
HI-VAE_weibull,120,1.0,1.0,1.0,0.7860041771943677
HI-VAE_weibull,160,1.0,1.0,1.0,0.7809930575252089
HI-VAE_weibull,200,1.0,1.0,1.0,0.780648140201672
HI-VAE_piecewise,40,1.0,0.975,1.0,0.8995206387515058
HI-VAE_piecewise,80,1.0,0.9625,1.0,0.891161897220071
HI-VAE_piecewise,120,1.0,0.9666666666666667,1.0,0.8959351620128599
HI-VAE_piecewise,160,1.0,0.96875,1.0,0.8890354931037481
HI-VAE_piecewise,200,1.0,0.96,1.0,0.8933289915919199
Surv-GAN,40,1.0,0.975,1.0,0.9049966502686232
Surv-GAN,80,1.0,0.9875,1.0,0.9110121522334589
Surv-GAN,120,1.0,0.9916666666666667,1.0,0.914190076962589
Surv-GAN,160,1.0,0.99375,1.0,0.9113052397018038
Surv-GAN,200,1.0,0.995,1.0,0.9143302655849455
Surv-VAE,40,0.0,0.0,0.0,0.013251349017228626
Surv-VAE,80,0.0,0.0,0.0125,0.01430783935406641
Surv-VAE,120,0.0,0.0,0.008333333333333333,0.015067020794558988
Surv-VAE,160,0.0,0.0,0.00625,0.013908745374088084
Surv-VAE,200,0.0,0.0,0.005,0.012801424471346754
HI-VAE_weibull_diffusion,40,1.0,1.0,1.0,0.7321106004042187
HI-VAE_weibull_diffusion,80,1.0,1.0,1.0,0.7358037697846779
HI-VAE_weibull_diffusion,120,0.9833333333333333,1.0,1.0,0.7215256685863654
HI-VAE_weibull_diffusion,160,0.975,1.0,1.0,0.7253679187269306
HI-VAE_weibull_diffusion,200,0.98,1.0,1.0,0.7309568930968959
HI-VAE_piecewise_diffusion,40,1.0,1.0,1.0,0.8422262186939067
HI-VAE_piecewise_diffusion,80,1.0,1.0,1.0,0.8372616387013553
HI-VAE_piecewise_diffusion,120,1.0,1.0,1.0,0.8469341519719388
HI-VAE_piecewise_diffusion,160,1.0,1.0,1.0,0.8431300499312886
HI-VAE_piecewise_diffusion,200,1.0,1.0,1.0,0.8445211983504889
