,XP_num,D_control,D_treated,H0_coef_univ,H0_coef,log_pvalue_init,est_cox_coef_init,est_cox_coef_se_init,log_pvalue_HI-VAE_weibull,log_pvalue_control_HI-VAE_weibull,est_cox_coef_HI-VAE_weibull,est_cox_coef_se_HI-VAE_weibull,J-S distance_HI-VAE_weibull,KS test_HI-VAE_weibull,Survival curves distance_HI-VAE_weibull,Detection XGB_HI-VAE_weibull,NNDR_HI-VAE_weibull,K-map score_HI-VAE_weibull,log_pvalue_HI-VAE_piecewise,log_pvalue_control_HI-VAE_piecewise,est_cox_coef_HI-VAE_piecewise,est_cox_coef_se_HI-VAE_piecewise,J-S distance_HI-VAE_piecewise,KS test_HI-VAE_piecewise,Survival curves distance_HI-VAE_piecewise,Detection XGB_HI-VAE_piecewise,NNDR_HI-VAE_piecewise,K-map score_HI-VAE_piecewise,log_pvalue_HI-VAE_weibull_prior,log_pvalue_control_HI-VAE_weibull_prior,est_cox_coef_HI-VAE_weibull_prior,est_cox_coef_se_HI-VAE_weibull_prior,J-S distance_HI-VAE_weibull_prior,KS test_HI-VAE_weibull_prior,Survival curves distance_HI-VAE_weibull_prior,Detection XGB_HI-VAE_weibull_prior,NNDR_HI-VAE_weibull_prior,K-map score_HI-VAE_weibull_prior,log_pvalue_HI-VAE_piecewise_prior,log_pvalue_control_HI-VAE_piecewise_prior,est_cox_coef_HI-VAE_piecewise_prior,est_cox_coef_se_HI-VAE_piecewise_prior,J-S distance_HI-VAE_piecewise_prior,KS test_HI-VAE_piecewise_prior,Survival curves distance_HI-VAE_piecewise_prior,Detection XGB_HI-VAE_piecewise_prior,NNDR_HI-VAE_piecewise_prior,K-map score_HI-VAE_piecewise_prior,log_pvalue_HI-VAE_weibull_DP,log_pvalue_control_HI-VAE_weibull_DP,est_cox_coef_HI-VAE_weibull_DP,est_cox_coef_se_HI-VAE_weibull_DP,J-S distance_HI-VAE_weibull_DP,KS test_HI-VAE_weibull_DP,Survival curves distance_HI-VAE_weibull_DP,Detection XGB_HI-VAE_weibull_DP,NNDR_HI-VAE_weibull_DP,K-map score_HI-VAE_weibull_DP,log_pvalue_HI-VAE_piecewise_DP,log_pvalue_control_HI-VAE_piecewise_DP,est_cox_coef_HI-VAE_piecewise_DP,est_cox_coef_se_HI-VAE_piecewise_DP,J-S distance_HI-VAE_piecewise_DP,KS test_HI-VAE_piecewise_DP,Survival curves distance_HI-VAE_piecewise_DP,Detection XGB_HI-VAE_piecewise_DP,NNDR_HI-VAE_piecewise_DP,K-map score_HI-VAE_piecewise_DP
0,300,243,280,0.0034266868486105538,0.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,0.0801386523786735,1.8561414200213249,0.008521302262333968,0.08837077481812083,0.004845208358959492,0.9590106007067137,0.033032308359788654,0.6405069691773292,0.4870255098183914,2.0,0.229650335073676,1.4416457210985254,-0.022935708588154784,0.08819318723692278,0.004755071528126431,0.9594817432273263,0.02451934957229571,0.5607274765862025,0.4302362724314218,2.0,0.5369577797806857,1.0566522985129003,-0.04778380846380147,0.0873981574346333,0.006624759031399363,0.9502944640753826,0.02386674985900199,0.5556577848129095,0.47074298293503675,9.0,3.06676058301384,0.5599756581653403,-0.17582009188228062,0.08845524272136074,0.004710442793373898,0.9618374558303887,0.014146828043747641,0.5897023259904147,0.3999222821730925,1.0,1.4719753771287938,0.1726768888249488,-0.10622013654116497,0.08843126198939415,0.005306694174490465,0.9585394581861012,0.017177031218277586,0.5794618124258013,0.3359562981723277,2.0,0.5376223530448911,2.475232338960578,0.04913817551262973,0.08978298435360485,0.006648305920835219,0.9583038869257948,0.049380451443655125,0.6524886778349382,0.38559169675807514,2.0
1,300,243,280,0.0034266868486105538,0.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,2.8045034406037073,0.42962518733229493,-0.16579074234131358,0.08843270634679642,0.0053138889790735715,0.9550058892815075,0.015938986711600465,0.632370399683419,0.5081627350606258,6.0,1.6077594853529362,0.049887262330526476,-0.11330272390979026,0.08852302975086425,0.00524554880540548,0.9620730270906949,0.008716108993886808,0.5364650661742075,0.48656942515572776,7.0,0.7443009858540435,0.7968300013189563,-0.06231599293079932,0.08725952471130079,0.006544885644437509,0.9517078916372201,0.01771314115546603,0.6085960515323396,0.4346492094395329,6.0,1.0048368937177463,0.4967812678714492,-0.07986846071024947,0.08839334690205554,0.005338494372667908,0.9547703180212014,0.01903014143949856,0.5838016092863738,0.40902959671781186,7.0,0.9256671608731092,0.6727563774046901,-0.07415916521985144,0.087440097998069,0.005356039772649731,0.9545347467608951,0.016824313404579103,0.6253957261574989,0.35978590049420944,5.0,0.36853035799818373,2.473478121507237,0.03527918150695942,0.088985304159589,0.0054872014063201266,0.9552414605418138,0.04078708475360268,0.6504902607395682,0.519272526080286,2.0
2,300,243,280,0.0034266868486105538,0.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,0.2877927048458808,1.3122411927781636,-0.028316847138601064,0.0888404278132501,0.006004271209796639,0.9587750294464075,0.029883862675589994,0.5843160532911226,0.4709837887645708,1.0,0.8380553018006929,0.41274058599206515,-0.06925360132811291,0.08825726776104556,0.006258375250701891,0.9533568904593639,0.02565693827072712,0.5938057863958142,0.3302395882165123,7.0,0.824075081668603,0.5947962104609966,-0.06811110148540934,0.08796000546798284,0.004703863556559613,0.9623085983510011,0.021444326285410896,0.5537011388119422,0.530527847441906,4.0,3.749995180526203,1.024758425886085,-0.20102577734345134,0.08890010081518156,0.004810731389707592,0.9618374558303887,0.01760707449075242,0.5279184804115553,0.45106223487357355,4.0,1.2176553510451906,0.2567465369167046,-0.09397211539595324,0.08993941922777053,0.008668036694555683,0.9446407538280328,0.018390629566536938,0.6028459306160137,0.4837097804854584,6.0,0.1424738647208153,1.9324911410567136,0.014904048490953,0.08936449753923466,0.006967486131428224,0.9554770318021201,0.04693180396354199,0.6321956206305236,0.5164657960996096,2.0
3,300,243,280,0.0034266868486105538,0.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,1.5538452750481306,0.10370465097471043,-0.10977523743486149,0.08788957718809041,0.006056011266320609,0.9578327444051825,0.015633124989519798,0.5924185463659148,0.4008604220509856,3.0,0.05098488170946542,1.61732166431651,-0.0054709919405767264,0.08798149237985328,0.005019596918920855,0.9618374558303887,0.026937202372784505,0.5613815239854021,0.45478331045069165,6.0,0.4868535307326997,1.285203650293955,-0.044151406323857216,0.08768219412534696,0.005041710930150226,0.9620730270906949,0.02723452824132208,0.5300982719957789,0.3777044187032885,4.0,0.6103375771967532,0.6217212170797173,-0.053870073594231384,0.08860834516568956,0.005075968617313526,0.9646643109540636,0.024197231350992304,0.575566108253089,0.4428791881495201,5.0,1.097165227777311,0.2852896108382503,-0.08626682557609436,0.0892882188193887,0.00613273283102562,0.9599528857479387,0.01565320137700134,0.6211130897418986,0.39491868200148605,3.0,2.5880733208632782,5.736863888968385,0.16115385681337227,0.09066099371362603,0.008284023202987717,0.9488810365135453,0.07835579118588623,0.629295827287517,0.41931735420110033,1.0
4,300,243,280,0.0034266868486105538,0.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,1.8205012347055352,0.029244249962720625,-0.12396270718270286,0.08869115850736421,0.004572990909282961,0.9618374558303887,0.011241605770236819,0.5968737633557579,0.48114840827444166,8.0,0.048010271492976285,1.8727728484531794,0.005174748520913064,0.0882510872141718,0.0043470162915789,0.9658421672555947,0.028272816965478346,0.5659378709932728,0.39957547250275677,6.0,0.5302590713109514,0.9993923290106601,-0.047759894540191916,0.08827602791740108,0.006081877272706918,0.9590106007067137,0.01888530725163282,0.5616431429450819,0.41663912966850325,7.0,1.2450706342302333,0.22510522420440554,-0.09363638255591923,0.08814397871425532,0.0055620234029120355,0.9597173144876324,0.01300816060581889,0.6035593369388383,0.4402812585635301,6.0,0.3758161278338338,1.052448498564518,-0.03578015795350895,0.08872347971022781,0.006393534686945631,0.9554770318021201,0.02796080732690791,0.6161961922349735,0.43587256104309896,6.0,0.34707731624950194,2.2014949560941446,0.033567340735679976,0.0892259297002267,0.005846636817681912,0.9599528857479387,0.048032053177692005,0.643865145319439,0.4797430597880566,3.0
5,300,243,280,0.0034266868486105538,0.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,2.5741951829830665,0.20970030862559766,-0.15548507480474957,0.08777818147711791,0.005438659292182608,0.9554770318021201,0.01640145861365229,0.5861869586246318,0.3989535476685227,6.0,0.08954324382388364,1.4338162330098578,-0.009432234641303145,0.08791561071528753,0.004703851465007542,0.9637220259128386,0.03226274066158057,0.5398045552477685,0.4512900322004573,5.0,3.1271245964021475,0.5789791406436463,-0.1772491745362092,0.08805190748016674,0.006732351609319806,0.9547703180212014,0.017811601939034485,0.5443048410499933,0.46862466776465556,4.0,1.2866344851391633,0.3261370184881639,-0.09615097200540251,0.08833454662628558,0.0045367688786639255,0.9594817432273263,0.018056752480855063,0.5800125313283209,0.3766685572307832,5.0,2.0627111283546475,0.09084192429546122,-0.13545582695010716,0.08885465843261532,0.005937996511840469,0.95736160188457,0.012207887792707478,0.5528140526755485,0.4209699501664037,5.0,3.2243424900815265,7.133764338397114,0.18459105692003222,0.08990695106469178,0.006457903312942842,0.9557126030624263,0.0800720705230468,0.6638745987776458,0.33854585391072156,3.0
6,300,243,280,0.0034266868486105538,0.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,3.158997768125189,0.6727351467430785,-0.1764710230112869,0.08709065346522826,0.005660389182904874,0.9599528857479387,0.021750208782459726,0.5491722727872312,0.5270766103211254,5.0,0.1629488421141423,1.8143429137074845,0.01679047195481534,0.08856557034872906,0.006596700180241713,0.9538280329799763,0.04080111965614606,0.5969913819636811,0.48178295619611056,6.0,0.03060145607323816,1.756711076868327,-0.003328441337948457,0.0883178161907984,0.005657330624999401,0.9540636042402826,0.02823501298904306,0.633582860660423,0.49692354517907633,3.0,2.600413217928181,0.3086340048346334,-0.15716094482700396,0.08812794776438584,0.0042868057577912615,0.9722025912838634,0.01199653693486955,0.5054917996746252,0.3617075688293744,6.0,2.8441835232238155,0.42657567345999253,-0.16758622482620814,0.08856810053872514,0.005950646025008458,0.9608951707891636,0.016061008361770806,0.5770863562414809,0.4539633005818662,5.0,0.13181671215879145,1.9723683295062033,0.013761375382523781,0.08877639066689455,0.006567848889860085,0.9540636042402826,0.0390299694845508,0.6027140218968473,0.45221477495559737,3.0
7,300,243,280,0.0034266868486105538,0.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,1.3244280343100938,0.338720809008887,-0.09829970708679016,0.08840031690681176,0.007677260314022925,0.9535924617196702,0.020043473795612797,0.623855691861232,0.4354635950505679,4.0,2.6681333456808543,0.29773796278173226,-0.1603588257768204,0.08839894197591018,0.005146311442588437,0.9587750294464075,0.01197680497142896,0.6125214351668645,0.42445647911836093,4.0,0.6017425583987146,0.6585413720050448,-0.05382064310156959,0.08956608956428205,0.009640209710176652,0.9415783274440517,0.030758288995614388,0.5801345468935497,0.5104412098599155,9.0,1.220446693465473,0.21975039808721802,-0.09261869523457632,0.0884920395857681,0.00501017531125445,0.9557126030624263,0.01881974359571282,0.5792606516290727,0.43467224850638114,5.0,1.4387337104823248,0.32447470980234666,-0.10492482908016916,0.08881305647668243,0.006599895657443065,0.9545347467608951,0.013617324729480636,0.6037736886074836,0.5126702831922246,3.0,0.05892520981998791,1.5414137375929915,-0.0063962602430834075,0.08933182104132559,0.005084235089125,0.9606595995288575,0.03616530248344182,0.6464923273095018,0.46312531739190493,2.0
8,300,243,280,0.0034266868486105538,0.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,0.8925321290911723,0.5337149269221231,-0.07227082475675597,0.08766586614676111,0.0052763783055691064,0.9594817432273263,0.019989767137333955,0.5473991997537704,0.4491169387172173,5.0,0.28931468060162285,1.4621112552791284,-0.028051079430849665,0.0875932276622009,0.006767422855046514,0.9531213191990576,0.025874549562552782,0.5938981224992307,0.4977783236538021,4.0,1.8407486343899246,0.051838225431288604,-0.12349420597026468,0.08767260846536686,0.007647546612228546,0.9512367491166077,0.013989793152396023,0.6048377522754254,0.41925660784719054,4.0,1.6073398309586413,0.06316961080991917,-0.11337369164760744,0.08859462984435916,0.004847844738311473,0.9677267373380448,0.011741857302786053,0.5753429626698324,0.4400967252202936,4.0,0.2501783099827106,1.1724707166887909,-0.025063341344262195,0.08917564154879364,0.00596111915760102,0.9561837455830388,0.024947755937275665,0.5742107461636548,0.4095107619039556,5.0,0.3921767855623069,2.3464367741979495,0.03787409971122896,0.09050591291832036,0.006639848355282085,0.9561837455830388,0.052741319999678814,0.6141999736182562,0.44943123300377485,4.0
9,300,243,280,0.0034266868486105538,0.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,0.6590620876809746,0.892572193625776,-0.05621603192589732,0.08683731804521105,0.006381935648445861,0.956419316843345,0.017014274522610638,0.5942960471353823,0.4552565396105721,4.0,2.9088404334742433,0.43861790867670286,-0.16951729936637278,0.08827666700770875,0.005526282240449221,0.9571260306242638,0.016662634050813134,0.5860528514268126,0.3706989545702416,2.0,2.998458645439698,0.5060041077512433,-0.1723937888041276,0.08801128397723396,0.007781634029301339,0.949587750294464,0.014156824858669608,0.6108110187750077,0.46810578962498006,6.0,2.3673818876070776,0.14054545678044078,-0.14751429795629703,0.0880899954426646,0.005301392918339313,0.9578327444051825,0.011291969129217243,0.5767203095457943,0.4393658206895298,2.0,2.076637827614983,0.14117838880053624,-0.1368103851694108,0.089329171166231,0.005525690093568906,0.960188457008245,0.025933183161408274,0.6294563162291695,0.4176663480853572,5.0,0.9782854050778965,3.4178627069580054,0.07879870802158877,0.08902323714437671,0.004964922841307503,0.9646643109540635,0.058082783009451064,0.6367904410148177,0.36156348113110404,2.0
