Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,1.0,1.0,0.8793733990933038
HI-VAE_weibull,80,1.0,1.0,1.0,0.8761944076925883
HI-VAE_weibull,120,1.0,1.0,1.0,0.8750024814928595
HI-VAE_weibull,160,1.0,1.0,1.0,0.8768203458635966
HI-VAE_weibull,200,1.0,0.99,1.0,0.8753983673027319
HI-VAE_piecewise,40,1.0,1.0,1.0,0.8350485128357823
HI-VAE_piecewise,80,0.9875,0.9875,1.0,0.8340877751028962
HI-VAE_piecewise,120,0.9833333333333333,0.9916666666666667,1.0,0.8376535858625689
HI-VAE_piecewise,160,0.9875,0.99375,1.0,0.8427675333325612
HI-VAE_piecewise,200,0.99,0.995,1.0,0.8480555828114982
Surv-GAN,40,0.075,0.125,0.375,0.26325946193981165
Surv-GAN,80,0.0625,0.1,0.4375,0.2665143775475455
Surv-GAN,120,0.058333333333333334,0.11666666666666667,0.43333333333333335,0.26287237475011394
Surv-GAN,160,0.04375,0.10625,0.4,0.2593858300494531
Surv-GAN,200,0.035,0.09,0.38,0.2487729343613733
Surv-VAE,40,0.475,0.575,0.85,0.48850634057060127
Surv-VAE,80,0.525,0.7,0.875,0.5144924750938801
Surv-VAE,120,0.5166666666666667,0.7,0.8916666666666667,0.5091510505434778
Surv-VAE,160,0.51875,0.66875,0.86875,0.5031860809494965
Surv-VAE,200,0.505,0.685,0.885,0.5045794381402708
HI-VAE_weibull_diffusion,40,0.85,0.75,0.975,0.6174418420908462
HI-VAE_weibull_diffusion,80,0.8125,0.7125,0.9875,0.6155955877124856
HI-VAE_weibull_diffusion,120,0.8333333333333334,0.7416666666666667,0.9833333333333333,0.6259200969618476
HI-VAE_weibull_diffusion,160,0.825,0.71875,0.9875,0.6172637266444145
HI-VAE_weibull_diffusion,200,0.82,0.72,0.99,0.6190844374390799
HI-VAE_piecewise_diffusion,40,1.0,1.0,1.0,0.8785069228236762
HI-VAE_piecewise_diffusion,80,1.0,1.0,1.0,0.8617965235090269
HI-VAE_piecewise_diffusion,120,0.9916666666666667,1.0,1.0,0.8634203886522579
HI-VAE_piecewise_diffusion,160,0.99375,1.0,1.0,0.8522208421378743
HI-VAE_piecewise_diffusion,200,0.995,1.0,1.0,0.8562899333260787
