Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,0.65,1.0,0.836288793869881
HI-VAE_weibull,80,1.0,0.6375,1.0,0.8374178825793951
HI-VAE_weibull,120,1.0,0.6,1.0,0.8351737723129091
HI-VAE_weibull,160,1.0,0.6125,1.0,0.8397433986915935
HI-VAE_weibull,200,1.0,0.57,1.0,0.8349288563674273
HI-VAE_piecewise,40,1.0,0.725,1.0,0.8426327857341915
HI-VAE_piecewise,80,1.0,0.625,1.0,0.8343149983768777
HI-VAE_piecewise,120,1.0,0.65,1.0,0.8371802969519525
HI-VAE_piecewise,160,1.0,0.65625,1.0,0.8374844016289854
HI-VAE_piecewise,200,1.0,0.645,1.0,0.8350522406277725
Surv-GAN,40,0.675,0.975,1.0,0.48980565424213324
Surv-GAN,80,0.7375,0.9625,1.0,0.5056687652492112
Surv-GAN,120,0.7166666666666667,0.9583333333333334,1.0,0.5085043940979325
Surv-GAN,160,0.7375,0.9625,1.0,0.5147212544441255
Surv-GAN,200,0.72,0.96,1.0,0.5100979139669133
Surv-VAE,40,0.675,0.975,1.0,0.5147361406873115
Surv-VAE,80,0.725,0.9625,1.0,0.517691588212196
Surv-VAE,120,0.7,0.9583333333333334,1.0,0.5067334684933126
Surv-VAE,160,0.69375,0.95625,1.0,0.5047663447553042
Surv-VAE,200,0.685,0.955,1.0,0.5045429700452947
HI-VAE_weibull_diffusion,40,1.0,0.525,1.0,0.8342417265626061
HI-VAE_weibull_diffusion,80,1.0,0.5125,1.0,0.8273189657151736
HI-VAE_weibull_diffusion,120,1.0,0.5166666666666667,1.0,0.8264016714704764
HI-VAE_weibull_diffusion,160,1.0,0.51875,1.0,0.8276232579952945
HI-VAE_weibull_diffusion,200,1.0,0.54,1.0,0.8281354992883098
HI-VAE_piecewise_diffusion,40,1.0,0.55,1.0,0.8210507246392984
HI-VAE_piecewise_diffusion,80,1.0,0.5875,1.0,0.8270588753030461
HI-VAE_piecewise_diffusion,120,1.0,0.5333333333333333,1.0,0.827570939651226
HI-VAE_piecewise_diffusion,160,1.0,0.54375,1.0,0.8305218547045176
HI-VAE_piecewise_diffusion,200,1.0,0.53,1.0,0.8276994020724731
