Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,0.975,1.0,0.8251747637241917
HI-VAE_weibull,80,1.0,0.975,1.0,0.8273105335204557
HI-VAE_weibull,120,1.0,0.975,1.0,0.829791414535619
HI-VAE_weibull,160,1.0,0.975,1.0,0.8273452925350453
HI-VAE_weibull,200,1.0,0.98,1.0,0.8277943265700201
HI-VAE_piecewise,40,1.0,0.975,1.0,0.8186533943295011
HI-VAE_piecewise,80,1.0,0.9875,1.0,0.8225775175639887
HI-VAE_piecewise,120,1.0,0.975,1.0,0.8204288316376126
HI-VAE_piecewise,160,1.0,0.9625,1.0,0.8162062406888169
HI-VAE_piecewise,200,1.0,0.96,1.0,0.8131146330830294
Surv-GAN,40,0.0,0.0,0.025,0.03716238898144014
Surv-GAN,80,0.0,0.0,0.05,0.04840222920192416
Surv-GAN,120,0.0,0.0,0.058333333333333334,0.04792052006875575
Surv-GAN,160,0.0,0.0,0.0625,0.04835934209304958
Surv-GAN,200,0.0,0.0,0.05,0.043800495643356425
Surv-VAE,40,0.975,0.8,1.0,0.745833996831552
Surv-VAE,80,0.975,0.85,1.0,0.7442198099800239
Surv-VAE,120,0.9833333333333333,0.8333333333333334,1.0,0.7439542408546316
Surv-VAE,160,0.975,0.83125,1.0,0.7385203435271219
Surv-VAE,200,0.98,0.85,1.0,0.7402542129932929
HI-VAE_weibull_diffusion,40,0.025,0.0,0.45,0.16167242840492252
HI-VAE_weibull_diffusion,80,0.025,0.0,0.375,0.14542689989628416
HI-VAE_weibull_diffusion,120,0.03333333333333333,0.0,0.35833333333333334,0.14307579414440783
HI-VAE_weibull_diffusion,160,0.025,0.0,0.34375,0.13670618407305773
HI-VAE_weibull_diffusion,200,0.03,0.005,0.345,0.14231974715204973
HI-VAE_piecewise_diffusion,40,0.3,0.025,0.775,0.33085157021155853
HI-VAE_piecewise_diffusion,80,0.3875,0.0375,0.8625,0.3623632166678343
HI-VAE_piecewise_diffusion,120,0.375,0.03333333333333333,0.8583333333333333,0.3571902025438133
HI-VAE_piecewise_diffusion,160,0.3625,0.0375,0.875,0.3598640544543771
HI-VAE_piecewise_diffusion,200,0.355,0.035,0.855,0.35401099144427817
