J-S distance,KS test,Survival curves distance,Detection XGB,NNDR,K-map score,generator
0.006010483000923825,0.9682807017543861,0.03900986661004855,0.6640341966645805,0.25148214777658595,18.0,HI-VAE_weibull
0.004899629842443941,0.9715087719298245,0.02100121104645386,0.6942248410037498,0.19855321985311342,13.0,HI-VAE_weibull
0.005127125912494779,0.9696842105263158,0.034668081303362866,0.6688823520124746,0.20320510319024762,15.0,HI-VAE_weibull
0.004394558211059126,0.9726315789473684,0.0269210612726219,0.7314963736459749,0.23399118574583858,16.0,HI-VAE_weibull
0.0049094856448757326,0.9722105263157895,0.018505688229633964,0.6914349955340301,0.2452881236013012,18.0,HI-VAE_weibull
0.005149187727134881,0.9724912280701755,0.023591672710960437,0.7220749241591329,0.2664490736513388,16.0,HI-VAE_weibull
0.004605733486337343,0.974315789473684,0.01709311028109348,0.7351335608811279,0.26532090729157803,12.0,HI-VAE_weibull
0.005807848701021814,0.9699649122807017,0.017525584488804466,0.7138983700469977,0.23663125031146673,11.0,HI-VAE_weibull
0.004838831690719621,0.9724912280701756,0.03326033649782024,0.695904156492687,0.21107129926681953,20.0,HI-VAE_weibull
0.005015250524369543,0.9677192982456139,0.0478470638573416,0.6928888290962888,0.2332725349021794,14.0,HI-VAE_weibull
0.005546665044927095,0.9699649122807019,0.024849562529776957,0.7263765482672406,0.2649456231235501,17.0,HI-VAE_weibull
0.006128560141945206,0.9664561403508772,0.03291062212950411,0.6886420428645762,0.16684522081616424,14.0,HI-VAE_weibull
0.005601074303987499,0.9709473684210527,0.019601852045300055,0.7178042040916278,0.19644869329126152,12.0,HI-VAE_weibull
0.00550003537764839,0.9678596491228071,0.05415008663187612,0.7195167750155612,0.2868404744266559,18.0,HI-VAE_weibull
0.004993399712579096,0.9699649122807017,0.0358181758331575,0.7239552838687291,0.2423306699685607,17.0,HI-VAE_weibull
0.005378129973669385,0.9708070175438597,0.015241394459898392,0.696866968518524,0.2514732864326626,16.0,HI-VAE_weibull
0.004437247445902579,0.975719298245614,0.020808800142026317,0.6820006973563945,0.21300747012176208,11.0,HI-VAE_weibull
0.004524832949782021,0.9733333333333333,0.031310220924958644,0.7414817378954416,0.15385385181747394,9.0,HI-VAE_weibull
0.005135268287718842,0.968842105263158,0.04457969769040936,0.6815943260181454,0.15331759875759596,9.0,HI-VAE_weibull
0.004821646550941721,0.9741754385964914,0.015760956632492263,0.6841174561809257,0.2190324591324949,13.0,HI-VAE_weibull
0.004224998909330196,0.9738947368421053,0.039073163907326756,0.7123127744203225,0.19522379338823032,15.0,HI-VAE_weibull
0.0046543194359456724,0.9723508771929825,0.02614273375032151,0.7648198311228547,0.22082457367974637,13.0,HI-VAE_weibull
0.0051833326104424576,0.9698245614035089,0.021175225513172635,0.7153515317822864,0.254579051129996,15.0,HI-VAE_weibull
0.005253177221252504,0.9713684210526315,0.04148255689989264,0.6679120659116003,0.24401217004405795,19.0,HI-VAE_weibull
0.005045036669979076,0.9705263157894737,0.02429458732203073,0.6938376167341348,0.21321022495527026,13.0,HI-VAE_weibull
0.004787772358446167,0.9744561403508772,0.024569557181250017,0.6939129453331034,0.1250651776696969,14.0,HI-VAE_weibull
0.005434641810539987,0.9689824561403508,0.03465309111364025,0.6938738114121232,0.19595314221952226,12.0,HI-VAE_weibull
0.005212262965450074,0.9724912280701755,0.02913441197932287,0.6727984314183914,0.1848179718257002,11.0,HI-VAE_weibull
0.005114058034438491,0.9691228070175438,0.042563066485610895,0.7146633290302816,0.1878495158112154,14.0,HI-VAE_weibull
0.00420536741248655,0.9722105263157894,0.032827932776524,0.7031998614692788,0.17486000341831182,12.0,HI-VAE_weibull
0.004520950986291519,0.976140350877193,0.027358927998459435,0.699813265693794,0.2081076256673911,17.0,HI-VAE_weibull
0.004061476274861515,0.9760000000000001,0.02580776374318626,0.703311888616463,0.15557568277272846,12.0,HI-VAE_weibull
0.004903684151481324,0.9715087719298247,0.039376706698560936,0.6936142342667361,0.2438330748622033,15.0,HI-VAE_weibull
0.005186745138401357,0.9720701754385963,0.023085782002372397,0.6966137737293484,0.14416860282620028,12.0,HI-VAE_weibull
0.004747879512903417,0.9733333333333333,0.024604365565347803,0.7262794692701305,0.17158523779288504,14.0,HI-VAE_weibull
0.004504781146483695,0.9741754385964914,0.020827357787709912,0.6691386540013847,0.14555680062327928,14.0,HI-VAE_weibull
0.006891685178767408,0.9646315789473684,0.02275223214532526,0.7245873050903994,0.2063673939146008,11.0,HI-VAE_weibull
0.005533161590563598,0.9701052631578949,0.03620254455842232,0.7183613166061855,0.1852128197522809,15.0,HI-VAE_weibull
0.005499315169220559,0.9719298245614033,0.013893160017016449,0.6855697781325024,0.16321999101100776,15.0,HI-VAE_weibull
0.004407658613327441,0.9745964912280703,0.0182343492554879,0.6875934889217413,0.1879423603080449,10.0,HI-VAE_weibull
0.004496125806709528,0.9715087719298247,0.04244036285264233,0.6971443490786061,0.18536320920673927,15.0,HI-VAE_weibull
0.004893594495238223,0.9729122807017545,0.030232044012440604,0.7178207478307547,0.12867654761302558,18.0,HI-VAE_weibull
0.006033666009527019,0.9681403508771927,0.019525184225450846,0.7141330895945087,0.21211207597197962,15.0,HI-VAE_weibull
0.005012956673088959,0.9729122807017544,0.017921452020773557,0.6757456523557446,0.16890124174713336,14.0,HI-VAE_weibull
0.006665614041073887,0.9621052631578947,0.050265598298408425,0.7156475555407753,0.22142552325845566,18.0,HI-VAE_weibull
0.005186495884677035,0.9694035087719297,0.021972106347458022,0.6487724713524583,0.2265743893837096,14.0,HI-VAE_weibull
0.004746683909764198,0.9736140350877193,0.03221127860462959,0.7243766033570522,0.20428908873607987,12.0,HI-VAE_weibull
0.0052961026316022865,0.9716491228070175,0.030924826005346746,0.6887023393350996,0.22485531033037504,15.0,HI-VAE_weibull
0.005465272349112621,0.9706666666666666,0.029381419269862187,0.7345312680028634,0.1293038896051881,9.0,HI-VAE_weibull
0.005428282856413498,0.9695438596491228,0.02809689961450012,0.6740964851020691,0.18463123305808574,17.0,HI-VAE_weibull
0.006044990315110169,0.9643508771929825,0.02337716670380933,0.690943973997609,0.17711856092700276,9.0,HI-VAE_weibull
0.00510462230688383,0.9722105263157894,0.01621211228706063,0.726799211409503,0.1614169716463725,8.0,HI-VAE_weibull
0.005099067402626304,0.9672982456140351,0.056498560176462764,0.6599928215288297,0.13942941482899593,11.0,HI-VAE_weibull
0.006328802514357878,0.9612631578947367,0.04152122057478748,0.689270536994656,0.20103404754322904,13.0,HI-VAE_weibull
0.004241310978316121,0.9744561403508771,0.03349791306470163,0.6907745056445221,0.2866621691808432,17.0,HI-VAE_weibull
0.005042769154747386,0.9696842105263158,0.03505077199512856,0.7353841523407963,0.2766027339909174,12.0,HI-VAE_weibull
0.005190643709493588,0.9713684210526315,0.0151874794152201,0.6729914137154146,0.16084439705218995,16.0,HI-VAE_weibull
0.004800991670230598,0.9738947368421053,0.02051724624220222,0.7327583166300354,0.2418639248531438,12.0,HI-VAE_weibull
0.005415535933371396,0.9668771929824563,0.029624935273868613,0.7031644225966313,0.26446906875521525,18.0,HI-VAE_weibull
0.0046591278735032375,0.9755789473684212,0.04076774467676899,0.7417462697647296,0.2665910392706909,15.0,HI-VAE_weibull
0.0049350858023625875,0.9731929824561404,0.021807550777316154,0.7006268481540042,0.2176714392922487,13.0,HI-VAE_weibull
0.0043649967775962195,0.9720701754385966,0.025539721901482987,0.674415350977525,0.2259358375040295,10.0,HI-VAE_weibull
0.005013176914032119,0.9703859649122806,0.045007611039528425,0.7293387173546678,0.27995429003101735,14.0,HI-VAE_weibull
0.005485071842851252,0.9694035087719296,0.02188275030801212,0.6437462818576151,0.20610924124833288,16.0,HI-VAE_weibull
0.0052922967170416805,0.9687017543859648,0.023940123966635325,0.6757733232290558,0.22776771236016208,10.0,HI-VAE_weibull
0.005201501184355722,0.9691228070175437,0.016515546942043578,0.6744134194749875,0.1880832448319102,11.0,HI-VAE_weibull
0.0057119243179606875,0.9657543859649124,0.041338876961136264,0.7234455351555296,0.2121277996807106,15.0,HI-VAE_weibull
0.004587784354072447,0.9754385964912281,0.02123147540568738,0.72709439538428,0.19495807939911308,15.0,HI-VAE_weibull
0.006274318142244142,0.9657543859649124,0.03373111985633997,0.7003219226881677,0.31221077788985735,14.0,HI-VAE_weibull
0.005424022108998697,0.967157894736842,0.028338514054337502,0.7406495962151957,0.18614411042018378,15.0,HI-VAE_weibull
0.004406751718008114,0.9730526315789472,0.039527734606092595,0.7153161768880101,0.28063431825469215,15.0,HI-VAE_weibull
0.0045068260759318435,0.9755789473684211,0.03376585031077141,0.6897924625716797,0.28946556633891546,14.0,HI-VAE_weibull
0.004968275629575987,0.9719298245614034,0.02817299453375754,0.6874441753777432,0.2622370755095,14.0,HI-VAE_weibull
0.00462719310063792,0.9736140350877193,0.01670121586907805,0.6948514036312919,0.1708757776090745,11.0,HI-VAE_weibull
0.005438610385556843,0.9682807017543861,0.04687266094101344,0.7113426562761908,0.19791882032439667,17.0,HI-VAE_weibull
0.005900704102560843,0.9647719298245614,0.03351125654849445,0.6667188172351836,0.20046343445316084,16.0,HI-VAE_weibull
0.004418273653566101,0.9736140350877194,0.03199662848171939,0.710177708310869,0.2339658517057174,17.0,HI-VAE_weibull
0.0057818897679854575,0.9668771929824561,0.027093983169383072,0.7028863702095798,0.21759079117724006,14.0,HI-VAE_weibull
0.004956429113577942,0.9724912280701755,0.02729418215880023,0.7114556911638292,0.16853758996826196,20.0,HI-VAE_weibull
0.004862335939895185,0.9705263157894737,0.02068530191660745,0.7001299481315989,0.2541568863244695,14.0,HI-VAE_weibull
0.005404404532820493,0.9687017543859648,0.025580754885444756,0.7166233842141488,0.2854479246720824,10.0,HI-VAE_weibull
0.005311734409967293,0.968561403508772,0.03988431183675456,0.7033422048084671,0.20282899966111476,14.0,HI-VAE_weibull
0.0056411669386170924,0.9660350877192982,0.059234574628855154,0.7165059824512078,0.20329476322270473,17.0,HI-VAE_weibull
0.004928746448122765,0.9723508771929825,0.02985577919143762,0.6994092457499385,0.19698375843104696,14.0,HI-VAE_weibull
0.0060835547591532825,0.967157894736842,0.024083532393436354,0.6986056567159015,0.1478512104241032,13.0,HI-VAE_weibull
0.004777583343879803,0.9715087719298245,0.02189511044362885,0.6977267390828957,0.1693861090653244,14.0,HI-VAE_weibull
0.005305780919588183,0.9703859649122807,0.018326816716073488,0.6701585713196394,0.2083342948147649,11.0,HI-VAE_weibull
0.004471726757876127,0.9740350877192984,0.016776492241749253,0.6889936603048014,0.243763410753915,12.0,HI-VAE_weibull
0.005649932050898528,0.9708070175438596,0.02226502742983495,0.698707858393655,0.1829594732008946,13.0,HI-VAE_weibull
0.004872920089228156,0.9713684210526315,0.038207457254859675,0.7294632572791612,0.19957578208907345,15.0,HI-VAE_weibull
0.004862087856351145,0.9709473684210526,0.03203673744561809,0.7081782672709078,0.19945101785374794,15.0,HI-VAE_weibull
0.005204481680358159,0.9691228070175438,0.030012710936523412,0.7176587535527049,0.24442319658497424,16.0,HI-VAE_weibull
0.00706854589218186,0.960982456140351,0.04176961955836498,0.7148378360856406,0.27690849511544063,15.0,HI-VAE_weibull
0.005968585916979559,0.9654736842105262,0.05119493143855842,0.7341160789356379,0.2869800855864664,16.0,HI-VAE_weibull
0.005651067133731341,0.968,0.030751898783902217,0.7115150638722696,0.20125516736965857,14.0,HI-VAE_weibull
0.004661582108492435,0.9740350877192981,0.025584479429813966,0.7057859754104611,0.17926840771962732,15.0,HI-VAE_weibull
0.004741526791606556,0.9724912280701755,0.04073453805343772,0.6640429304151857,0.11880079922567066,12.0,HI-VAE_weibull
0.0050501835406484945,0.9709473684210528,0.029933622961471944,0.7043429750580877,0.18663205959067022,15.0,HI-VAE_weibull
0.005518036288596887,0.9706666666666667,0.01546643975971209,0.7081514781704943,0.18438004419447254,10.0,HI-VAE_weibull
0.006176980144107134,0.9689824561403508,0.014867573370346578,0.6889854304244234,0.144983687060147,8.0,HI-VAE_weibull
0.004850759102352016,0.9731929824561405,0.020330045528791748,0.7167312964211442,0.19299253122599044,11.0,HI-VAE_weibull
0.004373208312486402,0.9734736842105265,0.04263099428463275,0.6983368419496822,0.2233465508141679,20.0,HI-VAE_weibull
0.003592161188076572,0.976421052631579,0.018573954862503062,0.6881324621081192,0.15455313803586077,13.0,HI-VAE_weibull
0.00492090957404854,0.9712280701754386,0.01980881652770602,0.7048727946020047,0.21724974827599322,16.0,HI-VAE_weibull
0.004801399234870169,0.9724912280701755,0.01650548484788057,0.7109378805269947,0.28238972515438876,12.0,HI-VAE_weibull
