Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,0.975,1.0,0.8240699495388197
HI-VAE_weibull,80,1.0,0.9625,1.0,0.8246356504103802
HI-VAE_weibull,120,1.0,0.9666666666666667,1.0,0.8210517742521412
HI-VAE_weibull,160,1.0,0.9625,1.0,0.8182552369788448
HI-VAE_weibull,200,1.0,0.97,1.0,0.8221873578262978
HI-VAE_piecewise,40,1.0,1.0,1.0,0.8094321339840572
HI-VAE_piecewise,80,1.0,0.95,1.0,0.8078798198705884
HI-VAE_piecewise,120,1.0,0.9666666666666667,1.0,0.8105945561092235
HI-VAE_piecewise,160,1.0,0.96875,1.0,0.8166705829735064
HI-VAE_piecewise,200,1.0,0.965,1.0,0.8181677965495696
Surv-GAN,40,0.825,0.55,1.0,0.5451145547439971
Surv-GAN,80,0.825,0.55,0.9875,0.5562811870554083
Surv-GAN,120,0.8416666666666667,0.525,0.9833333333333333,0.5499086932253754
Surv-GAN,160,0.84375,0.53125,0.9875,0.5526660334373105
Surv-GAN,200,0.83,0.53,0.99,0.5529307830456882
Surv-VAE,40,0.85,0.55,0.975,0.5500292327060039
Surv-VAE,80,0.9,0.6125,0.9875,0.5772731373210729
Surv-VAE,120,0.8833333333333333,0.5583333333333333,0.9916666666666667,0.5640803627433489
Surv-VAE,160,0.86875,0.56875,0.99375,0.5591287939318464
Surv-VAE,200,0.87,0.56,0.995,0.5580794706471438
HI-VAE_weibull_diffusion,40,1.0,0.925,1.0,0.8042940961780302
HI-VAE_weibull_diffusion,80,1.0,0.9375,1.0,0.8139575098366709
HI-VAE_weibull_diffusion,120,1.0,0.95,1.0,0.8173519967123484
HI-VAE_weibull_diffusion,160,1.0,0.9625,1.0,0.8149384779186656
HI-VAE_weibull_diffusion,200,1.0,0.96,1.0,0.8156052703153941
HI-VAE_piecewise_diffusion,40,0.65,0.175,1.0,0.5100259363124086
HI-VAE_piecewise_diffusion,80,0.575,0.1375,0.95,0.46317565884296047
HI-VAE_piecewise_diffusion,120,0.6416666666666667,0.175,0.9666666666666667,0.4832870334126755
HI-VAE_piecewise_diffusion,160,0.63125,0.1625,0.96875,0.4831539484217752
HI-VAE_piecewise_diffusion,200,0.635,0.155,0.97,0.47857240167124376
