Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,0.975,1.0,0.8378136157149768
HI-VAE_weibull,80,0.9625,0.95,1.0,0.828137474436949
HI-VAE_weibull,120,0.975,0.9666666666666667,1.0,0.8382711449089156
HI-VAE_weibull,160,0.98125,0.96875,1.0,0.8326141581129951
HI-VAE_weibull,200,0.985,0.975,1.0,0.835483792493643
HI-VAE_piecewise,40,1.0,1.0,1.0,0.8402976585755264
HI-VAE_piecewise,80,1.0,1.0,1.0,0.8341329017678781
HI-VAE_piecewise,120,1.0,1.0,1.0,0.8373881229820823
HI-VAE_piecewise,160,1.0,1.0,1.0,0.8323817298293376
HI-VAE_piecewise,200,1.0,1.0,1.0,0.8308997612037002
Surv-GAN,40,0.0,0.0,0.0,0.004829606436228153
Surv-GAN,80,0.0,0.0,0.0,0.002661197824776485
Surv-GAN,120,0.0,0.0,0.0,0.0017984131630519177
Surv-GAN,160,0.0,0.0,0.0,0.002081158680424413
Surv-GAN,200,0.0,0.0,0.0,0.00231197302780034
Surv-VAE,40,0.0,0.0,0.075,0.1565648060617573
Surv-VAE,80,0.0,0.0125,0.15,0.16773564923443698
Surv-VAE,120,0.0,0.016666666666666666,0.13333333333333333,0.1549305941854691
Surv-VAE,160,0.0,0.0125,0.1375,0.1494094741783334
Surv-VAE,200,0.005,0.015,0.14,0.14945878578279073
HI-VAE_weibull_diffusion,40,0.925,0.85,0.975,0.6976547637463624
HI-VAE_weibull_diffusion,80,0.9,0.85,0.9875,0.7126034238981852
HI-VAE_weibull_diffusion,120,0.9083333333333333,0.875,0.9916666666666667,0.7265031288367337
HI-VAE_weibull_diffusion,160,0.86875,0.83125,0.99375,0.7115830562788004
HI-VAE_weibull_diffusion,200,0.87,0.835,0.99,0.7113211577561345
HI-VAE_piecewise_diffusion,40,0.025,0.025,0.125,0.13289840749583887
HI-VAE_piecewise_diffusion,80,0.0125,0.0125,0.1,0.1308748188330795
HI-VAE_piecewise_diffusion,120,0.008333333333333333,0.008333333333333333,0.09166666666666666,0.12068243064827903
HI-VAE_piecewise_diffusion,160,0.00625,0.00625,0.1125,0.12222935378783314
HI-VAE_piecewise_diffusion,200,0.005,0.005,0.115,0.12337325007955201
