Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,0.825,1.0,0.6896424303172066
HI-VAE_weibull,80,0.975,0.8,1.0,0.6792364576676527
HI-VAE_weibull,120,0.9833333333333333,0.8416666666666667,1.0,0.68783320607291
HI-VAE_weibull,160,0.96875,0.81875,1.0,0.6847511872848456
HI-VAE_weibull,200,0.975,0.83,1.0,0.6888823343955098
HI-VAE_piecewise,40,1.0,1.0,1.0,0.8376687937428038
HI-VAE_piecewise,80,1.0,0.975,1.0,0.8336030365578087
HI-VAE_piecewise,120,1.0,0.9833333333333333,1.0,0.8363057755262991
HI-VAE_piecewise,160,1.0,0.9875,1.0,0.8381557111275871
HI-VAE_piecewise,200,1.0,0.99,1.0,0.8384255987752433
Surv-GAN,40,0.825,0.55,1.0,0.5451145547439971
Surv-GAN,80,0.825,0.55,0.9875,0.5562811870554083
Surv-GAN,120,0.8416666666666667,0.525,0.9833333333333333,0.5499086932253754
Surv-GAN,160,0.84375,0.53125,0.9875,0.5526660334373105
Surv-GAN,200,0.83,0.53,0.99,0.5529307830456882
Surv-VAE,40,0.775,0.4,1.0,0.5320631674349622
Surv-VAE,80,0.8625,0.4625,1.0,0.5590938685116061
Surv-VAE,120,0.8333333333333334,0.45,1.0,0.5478197485076535
Surv-VAE,160,0.83125,0.45,1.0,0.544851663463103
Surv-VAE,200,0.81,0.45,1.0,0.5444270298345996
HI-VAE_weibull_diffusion,40,0.0,0.0,0.025,0.034496252956436435
HI-VAE_weibull_diffusion,80,0.0,0.0,0.075,0.05055189811636407
HI-VAE_weibull_diffusion,120,0.0,0.0,0.06666666666666667,0.03952179980007777
HI-VAE_weibull_diffusion,160,0.0,0.0,0.0625,0.04059599835771613
HI-VAE_weibull_diffusion,200,0.0,0.0,0.055,0.035534344915744503
HI-VAE_piecewise_diffusion,40,0.95,0.575,1.0,0.6670751138013996
HI-VAE_piecewise_diffusion,80,0.95,0.525,1.0,0.6532357837700188
HI-VAE_piecewise_diffusion,120,0.9583333333333334,0.5333333333333333,1.0,0.6551460215741539
HI-VAE_piecewise_diffusion,160,0.95625,0.54375,1.0,0.6580937195012412
HI-VAE_piecewise_diffusion,200,0.96,0.515,1.0,0.6497315341892397
