Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,1.0,1.0,0.8312693645821012
HI-VAE_weibull,80,1.0,1.0,1.0,0.8221937518623227
HI-VAE_weibull,120,1.0,1.0,1.0,0.822992497643026
HI-VAE_weibull,160,1.0,1.0,1.0,0.8216401408895433
HI-VAE_weibull,200,1.0,1.0,1.0,0.8204680392312411
HI-VAE_piecewise,40,1.0,1.0,1.0,0.8572473563564872
HI-VAE_piecewise,80,1.0,0.9875,1.0,0.8627401126828621
HI-VAE_piecewise,120,1.0,0.9916666666666667,1.0,0.8655193151827588
HI-VAE_piecewise,160,1.0,0.99375,1.0,0.8668267215143894
HI-VAE_piecewise,200,1.0,0.995,1.0,0.8673543358578325
Surv-GAN,40,1.0,1.0,1.0,0.7353307512163016
Surv-GAN,80,1.0,1.0,1.0,0.7448059868380732
Surv-GAN,120,1.0,1.0,1.0,0.744969342499808
Surv-GAN,160,1.0,1.0,1.0,0.7472930593986282
Surv-GAN,200,1.0,1.0,1.0,0.7450975335276355
Surv-VAE,40,0.0,0.0,0.1,0.08083407031817869
Surv-VAE,80,0.0125,0.0,0.075,0.09058384850721524
Surv-VAE,120,0.008333333333333333,0.0,0.08333333333333333,0.08631244908566282
Surv-VAE,160,0.00625,0.0,0.09375,0.08963659957167389
Surv-VAE,200,0.005,0.0,0.095,0.08607204726780494
