Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,1.0,1.0,0.8537762763203853
HI-VAE_weibull,80,1.0,1.0,1.0,0.8233422725219632
HI-VAE_weibull,120,0.9916666666666667,1.0,1.0,0.8261267328513823
HI-VAE_weibull,160,0.99375,1.0,1.0,0.8243230423172975
HI-VAE_weibull,200,0.995,1.0,1.0,0.8284942900090982
HI-VAE_piecewise,40,1.0,0.95,1.0,0.8904992654977496
HI-VAE_piecewise,80,1.0,0.975,1.0,0.8884560948333492
HI-VAE_piecewise,120,1.0,0.975,1.0,0.885169698877018
HI-VAE_piecewise,160,1.0,0.98125,1.0,0.8849752556870099
HI-VAE_piecewise,200,1.0,0.985,1.0,0.8847932317326483
Surv-GAN,40,1.0,1.0,1.0,0.740760897870776
Surv-GAN,80,1.0,1.0,1.0,0.7622090138208494
Surv-GAN,120,1.0,1.0,1.0,0.7597303351570451
Surv-GAN,160,1.0,1.0,1.0,0.7584491654859075
Surv-GAN,200,1.0,1.0,1.0,0.7581238836545725
Surv-VAE,40,0.25,0.05,0.525,0.3914572552050205
Surv-VAE,80,0.25,0.0375,0.6,0.4085828556363869
Surv-VAE,120,0.225,0.025,0.5833333333333334,0.3977366985438003
Surv-VAE,160,0.225,0.025,0.61875,0.4035992949482403
Surv-VAE,200,0.22,0.02,0.61,0.401471778022958
