Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,0.925,1.0,0.8286965805618296
HI-VAE_weibull,80,1.0,0.925,1.0,0.828632467779084
HI-VAE_weibull,120,1.0,0.9333333333333333,1.0,0.8332000519636408
HI-VAE_weibull,160,1.0,0.925,1.0,0.8379863636769903
HI-VAE_weibull,200,1.0,0.935,1.0,0.8328048813582197
HI-VAE_piecewise,40,0.975,0.95,1.0,0.8400111999622626
HI-VAE_piecewise,80,0.9875,0.925,1.0,0.8421512588309346
HI-VAE_piecewise,120,0.9916666666666667,0.9333333333333333,1.0,0.8324577291531345
HI-VAE_piecewise,160,0.99375,0.89375,1.0,0.8243066527979039
HI-VAE_piecewise,200,0.99,0.88,1.0,0.8169293368438657
Surv-GAN,40,0.95,1.0,1.0,0.8317189007905125
Surv-GAN,80,0.975,1.0,1.0,0.8260639734614287
Surv-GAN,120,0.975,1.0,1.0,0.8199586110534148
Surv-GAN,160,0.98125,1.0,1.0,0.8245958415400295
Surv-GAN,200,0.985,1.0,1.0,0.8249132026563121
Surv-VAE,40,0.925,0.975,1.0,0.7392325904694037
Surv-VAE,80,0.9,0.9875,1.0,0.7208977128731615
Surv-VAE,120,0.9083333333333333,0.9833333333333333,1.0,0.7371453180945409
Surv-VAE,160,0.90625,0.98125,1.0,0.7350373544144121
Surv-VAE,200,0.91,0.98,1.0,0.7374671013119509
HI-VAE_weibull_prior,40,0.975,0.8,1.0,0.7727053757276133
HI-VAE_weibull_prior,80,0.9875,0.8375,1.0,0.7928959940529359
HI-VAE_weibull_prior,120,0.9916666666666667,0.825,1.0,0.7998605839980258
HI-VAE_weibull_prior,160,0.9875,0.85,1.0,0.8123945052457147
HI-VAE_weibull_prior,200,0.99,0.875,1.0,0.8195696872260814
HI-VAE_piecewise_prior,40,0.975,0.8,1.0,0.7782157251837729
HI-VAE_piecewise_prior,80,0.9875,0.775,1.0,0.7710642915078341
HI-VAE_piecewise_prior,120,0.975,0.75,1.0,0.7697835110610385
HI-VAE_piecewise_prior,160,0.98125,0.75625,1.0,0.7797673731393051
HI-VAE_piecewise_prior,200,0.985,0.76,1.0,0.7759854277366833
