Generator,log p_value
HI-VAE_weibull,0.4599876823044452
HI-VAE_weibull,0.2566155556860859
HI-VAE_weibull,0.4819028083637287
HI-VAE_weibull,0.6322781957893261
HI-VAE_weibull,0.17776435312871613
HI-VAE_weibull,0.195793686513221
HI-VAE_weibull,0.19978991817577535
HI-VAE_weibull,0.26002342764099096
HI-VAE_weibull,0.5373540322870792
HI-VAE_weibull,0.33428222052775153
HI-VAE_weibull,0.459574909264665
HI-VAE_weibull,0.9697094690916643
HI-VAE_weibull,0.863126945498703
HI-VAE_weibull,1.1746524987951343
HI-VAE_weibull,0.6810123986750868
HI-VAE_weibull,1.7518570258289177
HI-VAE_weibull,0.14267282277386434
HI-VAE_weibull,1.3273280413408992
HI-VAE_weibull,0.4322810507834571
HI-VAE_weibull,0.872582653092159
HI-VAE_weibull,0.28851055668975867
HI-VAE_weibull,0.21519772684147023
HI-VAE_weibull,0.8077223085366377
HI-VAE_weibull,0.06302484033484777
HI-VAE_weibull,0.08250261346824388
HI-VAE_weibull,0.12588616919252324
HI-VAE_weibull,0.09135801343981906
HI-VAE_weibull,0.05211167177261059
HI-VAE_weibull,0.9571596773085755
HI-VAE_weibull,0.27627923345840805
HI-VAE_weibull,0.09331858137501557
HI-VAE_weibull,0.15505828686461195
HI-VAE_weibull,0.4097057246858081
HI-VAE_weibull,0.559683153196294
HI-VAE_weibull,0.12556816313933258
HI-VAE_weibull,0.16201800416897758
HI-VAE_weibull,0.499125968323612
HI-VAE_weibull,0.019399423479204796
HI-VAE_weibull,1.4419535253033084
HI-VAE_weibull,0.07672087352843741
HI-VAE_weibull,0.4976540296188095
HI-VAE_weibull,0.3610319447135565
HI-VAE_weibull,0.7094758137932147
HI-VAE_weibull,0.05200581017707161
HI-VAE_weibull,0.9132504607272263
HI-VAE_weibull,0.13326333997124892
HI-VAE_weibull,0.6253523584715596
HI-VAE_weibull,0.30651264668760597
HI-VAE_weibull,0.3421017986786013
HI-VAE_weibull,0.06801119181124445
HI-VAE_weibull,0.29897167910988093
HI-VAE_weibull,0.39855829388187275
HI-VAE_weibull,3.015879148032623
HI-VAE_weibull,0.35874148751200885
HI-VAE_weibull,0.5107512893241447
HI-VAE_weibull,0.20866205360195164
HI-VAE_weibull,0.43373120748953436
HI-VAE_weibull,1.1752550017977696
