Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,0.975,1.0,0.8683749393597818
HI-VAE_weibull,80,0.9875,0.9625,1.0,0.8586852726709433
HI-VAE_weibull,120,0.9916666666666667,0.9583333333333334,1.0,0.864532916020594
HI-VAE_weibull,160,0.99375,0.96875,1.0,0.8681708770651081
HI-VAE_weibull,200,0.995,0.975,1.0,0.8638130878958903
HI-VAE_piecewise,40,1.0,0.925,1.0,0.8294009187063363
HI-VAE_piecewise,80,1.0,0.9375,1.0,0.8457713290295251
HI-VAE_piecewise,120,1.0,0.9416666666666667,1.0,0.8561121539015905
HI-VAE_piecewise,160,1.0,0.93125,1.0,0.853657839192724
HI-VAE_piecewise,200,1.0,0.94,1.0,0.8561762969126224
Surv-GAN,40,1.0,1.0,1.0,0.8576838677650658
Surv-GAN,80,1.0,1.0,1.0,0.8648711956678488
Surv-GAN,120,1.0,0.9916666666666667,1.0,0.8650072841407244
Surv-GAN,160,1.0,0.99375,1.0,0.8661158085369095
Surv-GAN,200,1.0,0.995,1.0,0.8664170968511509
Surv-VAE,40,0.8,0.55,0.925,0.6571906924855276
Surv-VAE,80,0.7875,0.55,0.925,0.6441011930592969
Surv-VAE,120,0.8083333333333333,0.6083333333333333,0.9416666666666667,0.6621693081314671
Surv-VAE,160,0.75625,0.59375,0.925,0.6502031453538382
Surv-VAE,200,0.715,0.545,0.93,0.6356471778489198
