J-S distance,KS test,Survival curves distance,Detection XGB,NSND,K-map score,Identifiability score,NNDR,generator
0.0071697784581023,0.9548832271762208,0.03297809317240239,0.6031022372528616,0.2637960904983272,2.0,0.42038216560509556,0.7572613502284423,HI-VAE_weibull
0.005838936738642157,0.9633757961783441,0.036516636100145404,0.6654461498439126,0.3033060111197272,1.0,0.47770700636942676,0.7356141480572821,HI-VAE_weibull
0.007151212866174695,0.956475583864119,0.030013302621374634,0.6295655567117586,0.28221502722005704,2.0,0.5031847133757962,0.7495058500876164,HI-VAE_weibull
0.007099419672479206,0.955944798301486,0.0354739181987756,0.6167208636836629,0.18494767188905442,3.0,0.4840764331210191,0.7454352474404945,HI-VAE_weibull
0.005240109572347655,0.9623142250530785,0.02994027200024448,0.5853342872008325,0.27839721577364024,1.0,0.5286624203821656,0.7658646903706475,HI-VAE_weibull
0.0052075002518108095,0.9660297239915074,0.028216619891628783,0.6729773673257025,0.23411495958424855,4.0,0.4394904458598726,0.7622430181397066,HI-VAE_weibull
0.00441191210994741,0.9660297239915074,0.036372494012745664,0.6183337669094694,0.2868692703230014,2.0,0.46496815286624205,0.7500937104090367,HI-VAE_weibull
0.006615050099101061,0.9607218683651805,0.03644047547282868,0.5848139958376691,0.2886756089589667,2.0,0.535031847133758,0.7374945149915189,HI-VAE_weibull
0.00518322008808044,0.9554140127388536,0.03647223152931376,0.6021527055150885,0.2584064148007132,3.0,0.4267515923566879,0.7431813022004308,HI-VAE_weibull
0.008177264944982814,0.9538216560509554,0.029988611984626178,0.6843684963579604,0.31119545734745274,1.0,0.4585987261146497,0.7410952568236681,HI-VAE_weibull
0.006348547391775636,0.9601910828025476,0.035283039883368617,0.6602237252861602,0.21984992885134158,3.0,0.4585987261146497,0.7374757457761303,HI-VAE_weibull
0.0065206682195695365,0.9506369426751594,0.04217155888452763,0.7086693548387097,0.30777300623772347,2.0,0.4394904458598726,0.7673556525462824,HI-VAE_weibull
0.005620875747637383,0.9639065817409768,0.03185939784946337,0.6283753902185223,0.22768584143239706,2.0,0.43312101910828027,0.746976888753695,HI-VAE_weibull
0.006952003866549996,0.9543524416135881,0.029646913331562257,0.6260600936524453,0.1906986152427873,1.0,0.445859872611465,0.7656995863669814,HI-VAE_weibull
0.00736421224074434,0.9559447983014863,0.04671111326627995,0.6285444849115505,0.28270562597625104,1.0,0.49044585987261147,0.7630297563341428,HI-VAE_weibull
0.006932344779199253,0.9559447983014863,0.04232660546135268,0.6374544745057232,0.2158788200998824,2.0,0.4840764331210191,0.7469469677077641,HI-VAE_weibull
0.006976693313041757,0.9564755838641189,0.02377475764412126,0.6367000520291364,0.22316634933558477,3.0,0.45222929936305734,0.7400298296259331,HI-VAE_weibull
0.007162447083619814,0.951167728237792,0.038116614578826605,0.6570369406867845,0.09709854244149803,2.0,0.47770700636942676,0.7427297833782763,HI-VAE_weibull
0.005939952610007723,0.9570063694267517,0.03737682805146525,0.6151860041623309,0.20844467842324407,2.0,0.4840764331210191,0.7464278395868243,HI-VAE_weibull
0.006357958358868719,0.9548832271762208,0.03624062166383593,0.615042924037461,0.2113556551274,2.0,0.5286624203821656,0.753537157262003,HI-VAE_weibull
0.007856736219848668,0.951167728237792,0.03334763461661038,0.6196084807492195,0.14989779785714766,2.0,0.4840764331210191,0.7439795057652182,HI-VAE_weibull
0.0053119612406607826,0.9585987261146497,0.038116080965151705,0.6268015088449531,0.20443104797696152,2.0,0.4394904458598726,0.7566654229516756,HI-VAE_weibull
0.009186487931546241,0.9426751592356689,0.029069622319747492,0.7009885535900104,0.29964571441650717,2.0,0.47770700636942676,0.74733625958561,HI-VAE_weibull
0.006133422850009837,0.9570063694267515,0.03738282875122579,0.6166103017689906,0.29676462787940255,3.0,0.4585987261146497,0.7434323158615372,HI-VAE_weibull
0.00830738206459274,0.9447983014861996,0.03764670693985906,0.680241935483871,0.26648333779907946,3.0,0.4968152866242038,0.7434856163347721,HI-VAE_weibull
0.006365801478818017,0.9570063694267517,0.037270944940580863,0.6288436524453693,0.25424878394855516,1.0,0.46496815286624205,0.7503922365366672,HI-VAE_weibull
0.006216855427657279,0.959660297239915,0.021947121126048824,0.5979578563995837,0.156019699160137,2.0,0.4140127388535032,0.7633532893852201,HI-VAE_weibull
0.005015197979343223,0.9660297239915074,0.023548244040063438,0.6332401144641,0.21737023144508683,3.0,0.5286624203821656,0.7360292648433858,HI-VAE_weibull
0.007142478329702588,0.9548832271762208,0.04451698703589268,0.6183012486992716,0.2924592512937649,3.0,0.5159235668789809,0.7678547466098108,HI-VAE_weibull
0.0067722463130603545,0.9628450106157115,0.027889298864986006,0.6520291363163372,0.13461584407551602,1.0,0.47770700636942676,0.7508310305133903,HI-VAE_weibull
