Generator,log p_value
HI-VAE_weibull,1.667726196494844
HI-VAE_weibull,1.753692367432013
HI-VAE_weibull,1.0163769009161487
HI-VAE_weibull,0.4179173200079685
HI-VAE_weibull,0.12690933736371204
HI-VAE_weibull,1.2452886152943397
HI-VAE_weibull,0.1502529149708676
HI-VAE_weibull,0.24455651800643913
HI-VAE_weibull,0.5258558833290117
HI-VAE_weibull,0.358949674131269
HI-VAE_weibull,0.12133015136632538
HI-VAE_weibull,0.17805616671294341
HI-VAE_weibull,0.15157540442819914
HI-VAE_weibull,0.685368394217993
HI-VAE_weibull,0.22527305134270548
HI-VAE_weibull,0.4936205870883865
HI-VAE_weibull,0.6047537392091582
HI-VAE_weibull,0.20477490299931433
HI-VAE_weibull,0.9642348971402468
HI-VAE_weibull,0.03303267828395105
HI-VAE_weibull,0.03100281934891079
HI-VAE_weibull,0.1415295696748775
HI-VAE_weibull,0.44117131989072517
HI-VAE_weibull,0.1970809580436371
HI-VAE_weibull,0.5521340918251009
HI-VAE_weibull,0.1829581188775794
HI-VAE_weibull,0.2074747538473865
HI-VAE_weibull,0.6663121534146209
HI-VAE_weibull,0.1044627848726095
HI-VAE_weibull,0.19480501794547772
HI-VAE_weibull,0.45900136208384673
HI-VAE_weibull,0.08993512816476062
HI-VAE_weibull,1.6797523399748837
HI-VAE_weibull,0.23713101692673255
HI-VAE_weibull,0.5748773565570372
HI-VAE_weibull,0.21672329281982708
HI-VAE_weibull,0.4511202878805417
HI-VAE_weibull,0.3480643908589688
HI-VAE_weibull,0.22180061120681804
HI-VAE_weibull,0.31032795982246036
HI-VAE_weibull,0.09589620716295433
HI-VAE_weibull,0.014577471587125981
HI-VAE_weibull,0.9347638497668502
HI-VAE_weibull,1.1610734922704415
HI-VAE_weibull,1.1283028057459796
HI-VAE_weibull,1.0353420911929692
HI-VAE_weibull,0.6395783865668597
HI-VAE_weibull,0.3150394080335616
HI-VAE_weibull,0.5099577655550531
HI-VAE_weibull,0.3319431255947009
HI-VAE_weibull,0.2149158754193307
HI-VAE_weibull,0.597627084857841
HI-VAE_weibull,0.6419507217700297
HI-VAE_weibull,0.2723441694807878
HI-VAE_weibull,0.6546964815529235
HI-VAE_weibull,1.0936962673188788
HI-VAE_weibull,0.1278690960283837
HI-VAE_weibull,0.4691186780192033
HI-VAE_weibull,0.5401163190905659
HI-VAE_weibull,0.5247363910873741
HI-VAE_weibull,0.5682567963384366
HI-VAE_weibull,0.7603879342323383
HI-VAE_weibull,0.21511974034654122
HI-VAE_weibull,0.12014579156350562
HI-VAE_weibull,0.7834123833084446
HI-VAE_weibull,0.6855663174613847
HI-VAE_weibull,0.79866352517441
HI-VAE_weibull,0.7530978995192344
HI-VAE_weibull,1.915920635003539
HI-VAE_weibull,0.049361393089225464
HI-VAE_weibull,0.007641086023378755
HI-VAE_weibull,0.3010138360266073
HI-VAE_weibull,0.5027147868514605
HI-VAE_weibull,0.5513705559466813
HI-VAE_weibull,0.22216290990072532
HI-VAE_weibull,0.1215529659544991
HI-VAE_weibull,0.05504253356833794
HI-VAE_weibull,0.2571172293194164
HI-VAE_weibull,0.3525445461092957
HI-VAE_weibull,0.24057011235282974
HI-VAE_weibull,0.3261636293397122
HI-VAE_weibull,0.09725185613392238
HI-VAE_weibull,0.6038935918897316
HI-VAE_weibull,1.125423113713056
HI-VAE_weibull,1.1621785373400957
HI-VAE_weibull,0.39443959738819284
HI-VAE_weibull,1.725681014478149
HI-VAE_weibull,0.6298481771202267
HI-VAE_weibull,0.6585222331130586
HI-VAE_weibull,0.07060952474738337
HI-VAE_weibull,0.3656527548770939
HI-VAE_weibull,0.24430617600164062
HI-VAE_weibull,0.48927846633825717
HI-VAE_weibull,0.3929255443104905
HI-VAE_weibull,0.23784363483112417
HI-VAE_weibull,0.8336907721274406
HI-VAE_weibull,0.7598202458612119
HI-VAE_weibull,1.508357342653436
HI-VAE_weibull,0.9469163728060269
HI-VAE_weibull,0.4021003933503467
HI-VAE_weibull,0.6310740084416419
HI-VAE_weibull,0.17836510023034519
HI-VAE_weibull,0.5997369810551842
HI-VAE_weibull,1.0768919101829937
HI-VAE_weibull,0.7242873118281916
HI-VAE_weibull,0.11775680933413707
HI-VAE_weibull,0.2437723220471329
HI-VAE_weibull,0.02725163486342238
HI-VAE_weibull,1.898553659880696
HI-VAE_weibull,0.48065094454031443
