Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,0.525,1.0,0.8092025480824316
HI-VAE_weibull,80,1.0,0.475,1.0,0.8056586189424717
HI-VAE_weibull,120,1.0,0.49166666666666664,1.0,0.8097302994546701
HI-VAE_weibull,160,1.0,0.475,1.0,0.806295887469096
HI-VAE_weibull,200,1.0,0.48,1.0,0.809913802445226
HI-VAE_piecewise,40,1.0,0.325,1.0,0.8041711420731584
HI-VAE_piecewise,80,1.0,0.275,1.0,0.8009035735764403
HI-VAE_piecewise,120,0.9916666666666667,0.2916666666666667,1.0,0.7966389879157987
HI-VAE_piecewise,160,0.99375,0.29375,1.0,0.7983198107174239
HI-VAE_piecewise,200,0.995,0.295,1.0,0.7999192790967992
Surv-GAN,40,0.8,0.975,1.0,0.5975864899992376
Surv-GAN,80,0.85,0.9875,1.0,0.5968014537069932
Surv-GAN,120,0.8833333333333333,0.9916666666666667,1.0,0.604663067302469
Surv-GAN,160,0.86875,0.975,0.9875,0.5987987911172631
Surv-GAN,200,0.875,0.98,0.99,0.5982285401432091
Surv-VAE,40,0.95,0.125,1.0,0.6556130807285137
Surv-VAE,80,0.875,0.0875,1.0,0.6449867260415223
Surv-VAE,120,0.85,0.075,1.0,0.6343179207985183
Surv-VAE,160,0.88125,0.08125,1.0,0.6410618582929012
Surv-VAE,200,0.89,0.07,0.995,0.636126572967991
HI-VAE_weibull_diffusion,40,1.0,0.075,1.0,0.7172203724906056
HI-VAE_weibull_diffusion,80,0.9875,0.1,1.0,0.7307590969700408
HI-VAE_weibull_diffusion,120,0.9916666666666667,0.09166666666666666,1.0,0.738138350387643
HI-VAE_weibull_diffusion,160,0.99375,0.09375,1.0,0.7309268465160238
HI-VAE_weibull_diffusion,200,0.99,0.115,1.0,0.7330493623053848
HI-VAE_piecewise_diffusion,40,0.55,0.0,1.0,0.48078338344636623
HI-VAE_piecewise_diffusion,80,0.6,0.0,1.0,0.48657230417514635
HI-VAE_piecewise_diffusion,120,0.5916666666666667,0.008333333333333333,0.9916666666666667,0.4819239586358622
HI-VAE_piecewise_diffusion,160,0.56875,0.00625,0.98125,0.47456631739417887
HI-VAE_piecewise_diffusion,200,0.585,0.005,0.98,0.47578889236158917
