,XP_num,D_control,D_treated,H0_coef_univ,H0_coef,aug_perc,log_pvalue_init,est_cox_coef_init,est_cox_coef_se_init,log_pvalue_HI-VAE_piecewise,log_pvalue_control_HI-VAE_piecewise,est_cox_coef_HI-VAE_piecewise,est_cox_coef_se_HI-VAE_piecewise,J-S distance_HI-VAE_piecewise,KS test_HI-VAE_piecewise,Survival curves distance_HI-VAE_piecewise,Detection XGB_HI-VAE_piecewise,NNDR_HI-VAE_piecewise,K-map score_HI-VAE_piecewise,log_pvalue_Surv-VAE,log_pvalue_control_Surv-VAE,est_cox_coef_Surv-VAE,est_cox_coef_se_Surv-VAE,J-S distance_Surv-VAE,KS test_Surv-VAE,Survival curves distance_Surv-VAE,Detection XGB_Surv-VAE,NNDR_Surv-VAE,K-map score_Surv-VAE
0,180,257.0,253,0.0034266868486105538,0.0,1.0,0.028249585224979553,0.00308894869039641,0.08868645287169107,1.9750159993954146,1.9471082622968534,0.13193844076691957,0.08918480583196269,0.005369149397332134,0.9564444444444447,0.03312536913335382,0.6132777777777777,0.5082253812120776,7.0,3.510046170022483,3.257835063869156,0.2146512221237708,0.09903045997858163,0.01656591124020181,0.8873333333333332,0.05171761657498753,0.8727777777777778,0.35593649385172227,1.0
1,180,257.0,253,0.0034266868486105538,0.0,1.0,0.028249585224979553,0.00308894869039641,0.08868645287169107,1.4192025922207916,1.2655644890843911,0.1035210992113748,0.08850068533513056,0.005435987356947807,0.9571111111111111,0.02633833106961236,0.5800555555555554,0.4874706483435,9.0,2.114260322652979,1.888425350422832,0.15208375065436036,0.0980960007348704,0.013892427218800704,0.9006666666666666,0.09451852954270351,0.8554999999999999,0.48052078795330355,2.0
2,180,257.0,253,0.0034266868486105538,0.0,1.0,0.028249585224979553,0.00308894869039641,0.08868645287169107,1.3838365727852033,1.1584434133235177,0.1024368412615558,0.08920289056435095,0.0057508422853421596,0.9546666666666666,0.024186807485119328,0.6387777777777778,0.48142845197063194,7.0,0.4077073923969109,0.4128810210323078,0.04231618243472893,0.09778399488635388,0.014303479988958763,0.8968888888888888,0.05823070215697144,0.8519444444444444,0.39244013107121284,1.0
3,180,257.0,253,0.0034266868486105538,0.0,1.0,0.028249585224979553,0.00308894869039641,0.08868645287169107,1.8648575489272425,1.881405810639459,0.12680818347709874,0.08921061179224592,0.005559813272909709,0.9591111111111111,0.03777095252825142,0.5906666666666667,0.3997390509672784,13.0,2.808489216211082,2.6454854031753303,0.18522084267603442,0.09872655050604408,0.015265990245043042,0.8908888888888888,0.0766492560449196,0.8529444444444444,0.36048919491945547,2.0
4,180,257.0,253,0.0034266868486105538,0.0,1.0,0.028249585224979553,0.00308894869039641,0.08868645287169107,0.3715859212168815,0.31124665742750596,0.035466509739262034,0.08881646397502137,0.00595066450747611,0.9577777777777778,0.018505353043057185,0.5767222222222222,0.4688937972385894,10.0,1.363314340510607,1.211057553538891,0.11077073925052648,0.09752655519811416,0.014614777943933,0.8977777777777777,0.0513431601281776,0.8500555555555556,0.37642708319418033,1.0
5,180,257.0,253,0.0034266868486105538,0.0,1.0,0.028249585224979553,0.00308894869039641,0.08868645287169107,0.8449800881894538,0.8413271731273002,0.07047617395575372,0.08923591285194954,0.005777146678654464,0.957111111111111,0.022623076391734696,0.5595555555555556,0.4287438658921606,11.0,5.339010173329044,5.240216012168584,0.2817102237345154,0.10020287038854206,0.01681289565421811,0.8873333333333332,0.07206479653582698,0.8677222222222222,0.37352685514930756,2.0
6,180,257.0,253,0.0034266868486105538,0.0,1.0,0.028249585224979553,0.00308894869039641,0.08868645287169107,1.8667657869504155,1.811117860193854,0.12773875405475535,0.0898016878907885,0.0064654779349222116,0.953777777777778,0.03520274589933347,0.5730000000000001,0.4784205826390983,12.0,2.2796941458333997,2.2049672963211444,0.16054734917364963,0.0983685647780753,0.015171022679281372,0.8931111111111111,0.04664743713821597,0.8421666666666667,0.3623256600805783,1.0
7,180,257.0,253,0.0034266868486105538,0.0,1.0,0.028249585224979553,0.00308894869039641,0.08868645287169107,0.17562316244909246,0.11446573056458476,0.018033445009009438,0.0887235110868273,0.005540158488408939,0.9573333333333333,0.01845270131135571,0.5918333333333333,0.5289504242588414,8.0,0.21453266277161318,0.19046921542147804,0.02376076780943057,0.09722158091653314,0.01341530616548888,0.9044444444444444,0.041251015744881346,0.8317222222222223,0.3758021665931667,1.0
8,180,257.0,253,0.0034266868486105538,0.0,1.0,0.028249585224979553,0.00308894869039641,0.08868645287169107,0.6567079573327733,0.7096626045314517,0.05714155261031081,0.08852473979427136,0.006504576334186915,0.9551111111111111,0.019423886606428603,0.6139444444444444,0.4717544003769124,12.0,0.9583270457504599,0.8136423808483292,0.08516847499707844,0.0977644705225823,0.015098114099625998,0.8953333333333333,0.03527219305750146,0.8354444444444444,0.3882021937442899,1.0
9,180,257.0,253,0.0034266868486105538,0.0,1.0,0.028249585224979553,0.00308894869039641,0.08868645287169107,0.11616263197520009,0.12903814542175696,0.01214403763090264,0.08829345487796054,0.005551948406473772,0.9575555555555556,0.01451794772582022,0.5766666666666667,0.44361016188536356,12.0,1.0427881432814146,0.933621783472547,0.09073043378981126,0.09761088904305709,0.015199221134625572,0.8906666666666666,0.06970552167308246,0.8733888888888888,0.4028703090864987,1.0
