,XP_num,D_control,D_treated,H0_coef_univ,H0_coef,aug_perc,log_pvalue_init,est_cox_coef_init,est_cox_coef_se_init,log_pvalue_HI-VAE_piecewise,log_pvalue_control_HI-VAE_piecewise,est_cox_coef_HI-VAE_piecewise,est_cox_coef_se_HI-VAE_piecewise,J-S distance_HI-VAE_piecewise,KS test_HI-VAE_piecewise,Survival curves distance_HI-VAE_piecewise,Detection XGB_HI-VAE_piecewise,NNDR_HI-VAE_piecewise,K-map score_HI-VAE_piecewise,log_pvalue_Surv-VAE,log_pvalue_control_Surv-VAE,est_cox_coef_Surv-VAE,est_cox_coef_se_Surv-VAE,J-S distance_Surv-VAE,KS test_Surv-VAE,Survival curves distance_Surv-VAE,Detection XGB_Surv-VAE,NNDR_Surv-VAE,K-map score_Surv-VAE
0,300,272.1943462897526,280,0.0034266868486105538,0.0,1.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,1.9111032290107763,0.045277480732189596,-0.12419569869596485,0.08588846084585904,0.006580894523884404,0.9531213191990576,0.011273708424247597,0.5684133579562942,0.43115720528299356,5.0,1.2408527703087804,4.425051912743784,0.10117263278688791,0.09548090151915861,0.01761849405763455,0.8699646643109541,0.0765201451939555,0.8465956558061821,0.3590101119551862,2.0
1,300,272.1943462897526,280,0.0034266868486105538,0.0,1.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,0.7585513381102645,0.7914341607177398,-0.06192956897309195,0.08541296152268368,0.005906542505827151,0.9552414605418138,0.01653950085936252,0.6153266939278019,0.41594556044493114,6.0,5.019869887280973,10.181916251989394,0.2654097455892881,0.09797845711780558,0.017122097317110372,0.8709069493521789,0.08257321059761756,0.8668172624543816,0.41952291078463033,1.0
2,300,272.1943462897526,280,0.0034266868486105538,0.0,1.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,1.4509805365780324,0.2731921434701495,-0.10164061670979452,0.08550227616210866,0.006019276266000223,0.9545347467608951,0.017281700501876437,0.5941454513476673,0.41246263749692247,6.0,0.7827341919462082,3.7890572794924515,0.07159872181483116,0.09631196368415253,0.01671188617384544,0.8742049469964663,0.06693296695009149,0.8642186606868048,0.40778919733542196,1.0
3,300,272.1943462897526,280,0.0034266868486105538,0.0,1.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,1.0711441715840953,0.3731292639727333,-0.08132433458365308,0.0857174347554651,0.006368536031774602,0.9545347467608951,0.020924058879179582,0.5215901596095501,0.42521164770392317,3.0,2.797990406134403,7.396277524233672,0.18025422476488853,0.09630351635586269,0.015892571088991878,0.8739693757361601,0.08477130357918448,0.8663215055181814,0.41861631171009966,1.0
4,300,272.1943462897526,280,0.0034266868486105538,0.0,1.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,1.5180833773242637,0.19455632307673162,-0.10601222435634991,0.08630995791113699,0.006740378717458433,0.949587750294464,0.01610766335337336,0.5674691113749286,0.44763206812569484,4.0,1.2504709223176782,4.794430216490382,0.10033366252549085,0.09414597258689289,0.015888354154778496,0.8734982332155478,0.07240379035064873,0.8397902651365255,0.37598817156579967,2.0
5,300,272.1943462897526,280,0.0034266868486105538,0.0,1.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,0.9321581964458194,0.6459015734936966,-0.07286240090471564,0.08544559808000231,0.005025848510549009,0.9606595995288575,0.014849843491670905,0.5758486127599702,0.4667418279275845,8.0,1.0495198698134838,4.31650184265645,0.08846990635469736,0.0947102420540225,0.01733811623548827,0.8685512367491166,0.06268276574064559,0.8458426768676075,0.36290850558829474,2.0
6,300,272.1943462897526,280,0.0034266868486105538,0.0,1.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,1.2598918010302966,0.4905828080325512,-0.09207502696911016,0.0859143325737252,0.0066223358040358666,0.9507656065959952,0.016338967925665717,0.5789583608143165,0.4325672527183175,7.0,1.0799852920222957,4.252040517721704,0.09200371830907815,0.09637255909855036,0.016404966762842987,0.8753828032979976,0.06322539925053504,0.854181506397573,0.39243689207778154,1.0
7,300,272.1943462897526,280,0.0034266868486105538,0.0,1.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,2.7580161956898586,0.3465605581084432,-0.15704459948415175,0.08468879618869272,0.004668422763260551,0.9599528857479387,0.017853245112014256,0.5976564217561448,0.4997347603504408,6.0,0.2094425602562088,2.725349867657281,0.022278127730797265,0.0931807282641425,0.014890395269892453,0.8824499411071849,0.05719913064553686,0.8650870597546498,0.4320061300002077,1.0
8,300,272.1943462897526,280,0.0034266868486105538,0.0,1.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,2.131230164692604,0.06533763796157634,-0.13267316174123206,0.08509269530565239,0.004646303601197252,0.9660777385159011,0.014349670487176088,0.5575616673262103,0.4002893102143888,5.0,2.186833561500867,6.051961884559198,0.15061526763018004,0.09492260455027406,0.016543539470638344,0.8770318021201413,0.06822927609710269,0.8461801433408083,0.33559083988789895,1.0
9,300,272.1943462897526,280,0.0034266868486105538,0.0,1.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,1.819925544247858,0.023834256374716152,-0.11871945584977776,0.08495510840983021,0.005847874497190345,0.9578327444051825,0.01651817357006821,0.5923899661434288,0.48452680801541465,9.0,2.0485257388748854,6.169609009505696,0.14357741577592825,0.09463318368448927,0.01627518086253244,0.8723203769140164,0.0681464782469692,0.8495679989447302,0.31519650888571515,1.0
10,300,272.1943462897526,280,0.0034266868486105538,0.0,1.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,2.420204563194101,0.1864288891638044,-0.14559515835350664,0.0856571445079169,0.005917079111311696,0.9557126030624263,0.01239769654546087,0.6220320538187575,0.4463026306125447,9.0,5.12387654506537,11.067572453407294,0.2674948820426282,0.09751926152646839,0.018191708367073907,0.8645465253239105,0.08624232692252676,0.8910532911225431,0.38041923592291615,2.0
11,300,272.1943462897526,280,0.0034266868486105538,0.0,1.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,0.46003634819463884,1.0530560041363584,-0.04125451955953143,0.08596135416883512,0.004953095167838543,0.9648998822143698,0.023005414298303408,0.5951809347931232,0.41840017082030756,5.0,2.0699247941115293,5.8950138003408705,0.14736676686038705,0.09644132533321328,0.01734483389118075,0.8683156654888102,0.0936917999166154,0.8459471046036142,0.3912878023614923,1.0
12,300,272.1943462897526,280,0.0034266868486105538,0.0,1.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,1.7043623465018536,0.21949841450967394,-0.11380912511398884,0.08529787886184956,0.006271226547499073,0.9526501766784451,0.012473928008231744,0.5986556303038297,0.4327591890884244,4.0,4.110301262643794,8.79022331711365,0.2319605536458837,0.09685697856121223,0.016597493708630357,0.8763250883392225,0.0749714621481952,0.8610000879391461,0.4227208874087078,2.0
13,300,272.1943462897526,280,0.0034266868486105538,0.0,1.0,1.8392845363068255,-0.12405895985553252,0.08812318683096912,1.8239548123731442,0.24341248755476627,-0.11896467137718988,0.08499849776316232,0.005814132579221502,0.9554770318021201,0.017167812580496,0.5966824957129667,0.5186597774798642,5.0,1.5244729841961153,5.411052619676974,0.11424827315001973,0.09273629091476522,0.014639168814724513,0.8836277974087161,0.06332585661105888,0.8137338961438685,0.3837339343775845,1.0
