J-S distance,KS test,Survival curves distance,Detection XGB,NNDR,K-map score,generator
0.009035101598916583,0.9474522292993631,0.05312296406409914,0.5879502995794722,0.30353943295494656,3.0,HI-VAE_weibull
0.008428216975025165,0.9437367303609342,0.03874263360838207,0.6519528487960998,0.2623605716202486,1.0,HI-VAE_weibull
0.007720833041469186,0.951167728237792,0.02787479910925329,0.7103150236314243,0.14632553577933774,1.0,HI-VAE_weibull
0.007152170030780214,0.9474522292993631,0.03245208278711859,0.6638988128465632,0.17941617165882212,1.0,HI-VAE_weibull
0.007134388499931567,0.955944798301486,0.029420244390789625,0.6390113877414313,0.14987807437167144,3.0,HI-VAE_weibull
0.00870074476601678,0.9474522292993631,0.03819660638389117,0.6753353987570243,0.29349973353989417,2.0,HI-VAE_weibull
0.007245301441800884,0.9538216560509555,0.03493085692788702,0.6016662945182539,0.26756612508020444,2.0,HI-VAE_weibull
0.006543145716200576,0.9570063694267517,0.051171560188457824,0.6103373525361916,0.3016572277728203,2.0,HI-VAE_weibull
0.006948791210276434,0.9490445859872612,0.027830713147346666,0.626835156860556,0.2547479393858156,1.0,HI-VAE_weibull
0.005182838959144508,0.9612526539278132,0.02715895541355548,0.60292462133899,0.1910631358177997,3.0,HI-VAE_weibull
0.008126259348302843,0.9506369426751592,0.03601982407532755,0.6517086264002083,0.19590908043902142,2.0,HI-VAE_weibull
0.0061539581770510485,0.9612526539278132,0.01815188697725923,0.5980634326969595,0.15777865014418377,2.0,HI-VAE_weibull
0.006510973795103941,0.9570063694267517,0.04772202057770549,0.6701578839641248,0.23922263128862917,2.0,HI-VAE_weibull
0.007330972272947888,0.9570063694267517,0.04024481937193689,0.5831123702132411,0.2432481523036811,1.0,HI-VAE_weibull
0.007657797688401041,0.9474522292993631,0.04972540301538598,0.600259108332403,0.21706039854096854,1.0,HI-VAE_weibull
0.007933326755536199,0.9501061571125266,0.03879524181093073,0.6024594358230062,0.25018278422684365,2.0,HI-VAE_weibull
0.007793042207230839,0.9543524416135881,0.034876631009408784,0.6222135387592572,0.2226851512329017,1.0,HI-VAE_weibull
0.007538466053909706,0.9554140127388536,0.02548741703100435,0.6773612816791337,0.2769062554247684,1.0,HI-VAE_weibull
0.006331263317553507,0.9601910828025478,0.05142097039248567,0.6249325481001824,0.24289498090570663,2.0,HI-VAE_weibull
0.00870824234750015,0.9490445859872613,0.053754429145158954,0.6387090171560418,0.17599330237934466,1.0,HI-VAE_weibull
0.0069590770137351555,0.9570063694267517,0.04911810375700113,0.6196201295076477,0.2864915441203097,1.0,HI-VAE_weibull
0.0055932966995501,0.9585987261146497,0.03463230641210295,0.6204946782776971,0.15038214960754348,1.0,HI-VAE_weibull
0.008541533071944536,0.9458598726114649,0.03506895648314723,0.6292378400506121,0.13490720425405303,1.0,HI-VAE_weibull
0.00812468686765335,0.9506369426751594,0.05121261202317681,0.6131424211975736,0.22538749779169545,1.0,HI-VAE_weibull
0.009068977910903466,0.945859872611465,0.04253950256021363,0.6963803915001302,0.17928483554730631,2.0,HI-VAE_weibull
0.006487866525237185,0.9543524416135881,0.02605558305834319,0.6837017602619925,0.1557615851853167,2.0,HI-VAE_weibull
0.0066727284613578705,0.9548832271762208,0.03594643837763673,0.6097884336273306,0.20582198828447437,1.0,HI-VAE_weibull
0.005472202796287263,0.9554140127388534,0.0356771182294166,0.6067042536563582,0.27054368144802815,2.0,HI-VAE_weibull
0.007510783845430493,0.9501061571125264,0.027026441545647307,0.635778348405344,0.20082477102849144,1.0,HI-VAE_weibull
0.006224316554973804,0.9623142250530786,0.03682919735302902,0.6812781437237171,0.1704847101528847,2.0,HI-VAE_weibull
0.00715076857064366,0.9548832271762208,0.0361739898367693,0.5726131331174873,0.10000966751272349,2.0,HI-VAE_weibull
0.008014197808263974,0.9564755838641189,0.02741863150036968,0.580909716795058,0.16476799168859188,1.0,HI-VAE_weibull
0.006021452504222066,0.9538216560509554,0.036173253853267556,0.6562697703844292,0.17661609026414732,1.0,HI-VAE_weibull
0.008045127909737488,0.9485138004246284,0.03514144510655955,0.6895258829221094,0.22897358440946677,1.0,HI-VAE_weibull
0.006972471546523642,0.9575371549893843,0.03729697375748038,0.6827318484611663,0.22083544999754626,1.0,HI-VAE_weibull
0.0072940087610251425,0.9559447983014863,0.048703610411578564,0.6553324215697219,0.20289294024731974,2.0,HI-VAE_weibull
0.007620141442691215,0.9522292993630574,0.04192164891116628,0.6548276952848796,0.07088628438573574,2.0,HI-VAE_weibull
0.007285306260701663,0.9495753715498939,0.030059031071374927,0.5993706039968739,0.18306622399225617,2.0,HI-VAE_weibull
0.008008305972250905,0.9490445859872612,0.042912941399109096,0.6103420043913512,0.1767222647544507,1.0,HI-VAE_weibull
0.006783576190002351,0.9538216560509555,0.043344178985423774,0.6126516504782108,0.19769754621242144,2.0,HI-VAE_weibull
0.007576851694835823,0.9559447983014863,0.040432826085525536,0.6324778571694392,0.23660079974750306,2.0,HI-VAE_weibull
0.007969774523886185,0.9485138004246285,0.03525001139218276,0.6592353280488259,0.14290089149160254,1.0,HI-VAE_weibull
0.0067455415472099664,0.9485138004246285,0.03536971033840161,0.645156488407577,0.22950593491885135,1.0,HI-VAE_weibull
0.00851393765313488,0.9463906581740976,0.03157944374840934,0.6384322317740315,0.2638537799082385,3.0,HI-VAE_weibull
0.005748870277162538,0.9623142250530786,0.03805055968296142,0.6282749060325258,0.28436223000807126,1.0,HI-VAE_weibull
0.006996098834589894,0.9559447983014864,0.02720350281330541,0.6594330318931191,0.2232792688636383,1.0,HI-VAE_weibull
0.00698188992003338,0.9527600849256901,0.03896908247855554,0.6523808194708051,0.16480070703270908,1.0,HI-VAE_weibull
0.0062788982963305345,0.9554140127388537,0.028806626736101935,0.5842799858583603,0.22906293544431294,1.0,HI-VAE_weibull
0.006596156673162224,0.9522292993630573,0.036466430595610694,0.6737840050612185,0.192134497753382,2.0,HI-VAE_weibull
0.008083132248133708,0.9426751592356687,0.04733212686056718,0.6290261806408396,0.17986091350822206,1.0,HI-VAE_weibull
0.006809976315289837,0.9532908704883227,0.020174527867576685,0.6031711696624613,0.26169057005856927,1.0,HI-VAE_weibull
0.008635076026047926,0.951167728237792,0.04493258103058402,0.6547997841539206,0.15874986897711224,1.0,HI-VAE_weibull
0.007031681793750524,0.9554140127388536,0.03309629982594327,0.6370390011536601,0.22150453612101556,1.0,HI-VAE_weibull
0.007209651764467422,0.9596602972399152,0.0414079749783647,0.5985402478508429,0.22878556524935478,1.0,HI-VAE_weibull
0.006314931496248791,0.9617834394904459,0.032358229018734204,0.6287703286070485,0.14192338951447253,2.0,HI-VAE_weibull
0.007804972562955841,0.9575371549893843,0.02790700413126353,0.6261978527036582,0.1518206032502141,1.0,HI-VAE_weibull
0.0058404299651553795,0.9633757961783441,0.024566438441313607,0.6492315135275948,0.18454255368066813,3.0,HI-VAE_weibull
0.004618767333057495,0.9591295116772823,0.031120984015865567,0.6567535633210524,0.28805055915546274,2.0,HI-VAE_weibull
0.008111033963792867,0.9495753715498939,0.058890122139009904,0.6644361021175245,0.22534949882717953,4.0,HI-VAE_weibull
0.007547829113545595,0.9543524416135881,0.043291584606775076,0.617031372111198,0.20159410723365995,2.0,HI-VAE_weibull
0.005367753433698812,0.9591295116772826,0.037454591976775906,0.6343665103643333,0.0932808133764653,2.0,HI-VAE_weibull
0.010187999823548937,0.9384288747346071,0.04003669337914354,0.6630917159763313,0.28688946291680933,1.0,HI-VAE_weibull
0.005638468125827251,0.9644373673036094,0.03607084539332604,0.5848382084775409,0.22193651364714168,2.0,HI-VAE_weibull
0.0077460403090794895,0.9447983014861997,0.03872341512951961,0.6451332291317778,0.23196757263720594,2.0,HI-VAE_weibull
0.006288582984138243,0.9633757961783441,0.04675451771391225,0.6455100293997246,0.21624615558734958,2.0,HI-VAE_weibull
0.006359309761694436,0.9654989384288748,0.04755912367080654,0.5634513043801869,0.3131848285918094,5.0,HI-VAE_weibull
0.007030079281116752,0.9516985138004245,0.03518884940397615,0.5883364035577389,0.18136340754025773,2.0,HI-VAE_weibull
0.005124132622884676,0.9654989384288747,0.041679982660466804,0.5811423095530497,0.06667046928081584,2.0,HI-VAE_weibull
0.007158218320963184,0.955944798301486,0.03634963095353935,0.6095372334486994,0.19216307940275823,3.0,HI-VAE_weibull
0.005774993643607393,0.9596602972399152,0.04018818477051467,0.5946699043578579,0.20197803625990282,2.0,HI-VAE_weibull
0.0057771503538149235,0.9601910828025478,0.030959202387727376,0.6675574969297755,0.20619033955514124,2.0,HI-VAE_weibull
0.006991955912907413,0.9559447983014863,0.032009661340618396,0.6134796806966619,0.24889177172216337,1.0,HI-VAE_weibull
0.007860749103201064,0.9495753715498939,0.03651146445930962,0.6283121208738044,0.07376926956660423,3.0,HI-VAE_weibull
0.007645275759160085,0.9516985138004247,0.03055173911949764,0.6078881507945367,0.2027736061333204,4.0,HI-VAE_weibull
0.00989600576192018,0.9432059447983013,0.03621112828400953,0.6309729820252317,0.18375072813846008,2.0,HI-VAE_weibull
0.007382729547642777,0.9527600849256901,0.036742016198153975,0.6117631461426817,0.10537645558727751,1.0,HI-VAE_weibull
0.004825817330444281,0.9660297239915074,0.029060590356099782,0.6442051840273901,0.3297146401439074,2.0,HI-VAE_weibull
0.007477487851227405,0.9516985138004247,0.03441076861522924,0.6251162963789959,0.1744849464478854,1.0,HI-VAE_weibull
0.008932206782876434,0.9426751592356689,0.037022868534932016,0.6667317926389044,0.23731525958885377,1.0,HI-VAE_weibull
0.0058580429753207625,0.9612526539278132,0.029263217315508294,0.6371901864463548,0.20595992161908744,3.0,HI-VAE_weibull
