Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,0.65,1.0,0.8836734939084767
HI-VAE_weibull,80,1.0,0.6375,1.0,0.874720288920787
HI-VAE_weibull,120,1.0,0.675,1.0,0.8840623646959674
HI-VAE_weibull,160,1.0,0.71875,1.0,0.8842153430537414
HI-VAE_weibull,200,0.995,0.705,1.0,0.8832166293313126
HI-VAE_piecewise,40,0.95,1.0,1.0,0.7466373366618038
HI-VAE_piecewise,80,0.9125,1.0,1.0,0.7161010060930959
HI-VAE_piecewise,120,0.875,1.0,1.0,0.699986824220378
HI-VAE_piecewise,160,0.89375,1.0,1.0,0.6987967320996465
HI-VAE_piecewise,200,0.895,0.995,1.0,0.6971722867851109
Surv-GAN,40,0.025,0.0,0.45,0.2710926444457993
Surv-GAN,80,0.0125,0.0,0.45,0.2659873461537296
Surv-GAN,120,0.008333333333333333,0.0,0.4166666666666667,0.26846668462830225
Surv-GAN,160,0.01875,0.0,0.425,0.2754075179994262
Surv-GAN,200,0.015,0.0,0.415,0.27156095850762924
Surv-VAE,40,0.0,0.0,0.0,0.0
Surv-VAE,80,0.0,0.0,0.0,0.0005282847701132928
Surv-VAE,120,0.0,0.0,0.0,0.0005717849333654137
Surv-VAE,160,0.0,0.0,0.0,0.0004288387000240603
Surv-VAE,200,0.0,0.0,0.0,0.00034307096001924824
HI-VAE_weibull_diffusion,40,0.65,0.0,0.975,0.5752943065866108
HI-VAE_weibull_diffusion,80,0.7,0.0,0.9875,0.576993564192398
HI-VAE_weibull_diffusion,120,0.6916666666666667,0.008333333333333333,0.9833333333333333,0.5802536181939545
HI-VAE_weibull_diffusion,160,0.6625,0.00625,0.9625,0.572678732636853
HI-VAE_weibull_diffusion,200,0.64,0.005,0.955,0.5677282698523605
HI-VAE_piecewise_diffusion,40,0.875,0.975,1.0,0.7333098265017152
HI-VAE_piecewise_diffusion,80,0.925,0.975,1.0,0.739080648708478
HI-VAE_piecewise_diffusion,120,0.9166666666666666,0.9666666666666667,1.0,0.7262471434895249
HI-VAE_piecewise_diffusion,160,0.93125,0.96875,1.0,0.7298319422608425
HI-VAE_piecewise_diffusion,200,0.925,0.965,1.0,0.7326767204338221
