midpoints,errors,label,colors
0.018048629825554913,0.19049392843653215,Init,red
0.13140865944217447,0.19373685913678432,HI-VAE_weibull 1,green
0.0659056692465845,0.1942023997877896,HI-VAE_weibull 2,green
-0.08677783566706515,0.19022471869830965,HI-VAE_weibull 3,green
0.09802154624976675,0.19311981321220364,HI-VAE_weibull 4,green
-0.12616605542658454,0.1914658302822575,HI-VAE_weibull 5,green
0.06348477031670349,0.19168753348133308,HI-VAE_weibull 6,green
-0.08534893350968273,0.19153172547071343,HI-VAE_weibull 7,green
0.062047940138634405,0.19288990915983106,HI-VAE_weibull 8,green
0.012896051847819112,0.19040357243565656,HI-VAE_weibull 9,green
0.054887094098106964,0.1921948590542154,HI-VAE_weibull 10,green
-0.019622352806881294,0.19180428700080004,HI-VAE_piecewise 1,blue
0.0955285493752747,0.19219880322352006,HI-VAE_piecewise 2,blue
-0.0671526805119491,0.1890875407838858,HI-VAE_piecewise 3,blue
0.10532908897090548,0.19365827838861355,HI-VAE_piecewise 4,blue
0.014935892674083684,0.19191253132546918,HI-VAE_piecewise 5,blue
-0.018368406713334756,0.18948143409822094,HI-VAE_piecewise 6,blue
-0.016178730830631288,0.18954897051571562,HI-VAE_piecewise 7,blue
-0.009220549828421548,0.19030239814700783,HI-VAE_piecewise 8,blue
0.040553451957820286,0.19264616909708732,HI-VAE_piecewise 9,blue
-0.017291258427735767,0.18980821787473504,HI-VAE_piecewise 10,blue
-0.22258662661455147,0.19288410321543153,Surv-GAN 1,orange
-0.15610611143933698,0.19277200992674567,Surv-GAN 2,orange
-0.2722750754184804,0.19360329483868588,Surv-GAN 3,orange
-0.16359215211586373,0.1923913134433363,Surv-GAN 4,orange
-0.18439131468850734,0.19234513737664072,Surv-GAN 5,orange
-0.17918415898231493,0.1930419297457011,Surv-GAN 6,orange
-0.28048009306870286,0.19258932600852374,Surv-GAN 7,orange
-0.28988751804205765,0.19360822103022235,Surv-GAN 8,orange
-0.30080006546942867,0.1944942484496866,Surv-GAN 9,orange
-0.17281685921831025,0.19213521258145283,Surv-GAN 10,orange
-0.024004969956308603,0.19208799244407976,Surv-VAE 1,cyan
0.0005978938878637707,0.19539651917426332,Surv-VAE 2,cyan
-0.0064384066850459165,0.19336597437590863,Surv-VAE 3,cyan
-0.02900379163780481,0.19371555289336978,Surv-VAE 4,cyan
-0.02456319169954299,0.19633819523313487,Surv-VAE 5,cyan
0.05170174210368572,0.19400442057964612,Surv-VAE 6,cyan
-0.015249772403284678,0.19383407867256477,Surv-VAE 7,cyan
-0.14838527073472332,0.19545281852824478,Surv-VAE 8,cyan
0.010574051889065045,0.19455294951533988,Surv-VAE 9,cyan
0.05367240332787837,0.19436044943964578,Surv-VAE 10,cyan
0.027773224620503995,0.19088675450474502,HI-VAE_weibull_prior 1,magenta
0.07843404756488315,0.19159304676695255,HI-VAE_weibull_prior 2,magenta
0.054041082710031496,0.1923844678992295,HI-VAE_weibull_prior 3,magenta
0.09926882114333604,0.19024423738840038,HI-VAE_weibull_prior 4,magenta
-0.0009754196593843856,0.19065018709918083,HI-VAE_weibull_prior 5,magenta
0.01921156199932275,0.19196056688504018,HI-VAE_weibull_prior 6,magenta
0.05601263386688035,0.19212732103970404,HI-VAE_weibull_prior 7,magenta
-0.01743421762713268,0.18986955796868601,HI-VAE_weibull_prior 8,magenta
-0.005697498396454698,0.188546128992845,HI-VAE_weibull_prior 9,magenta
-0.013931122529877715,0.19052191965785348,HI-VAE_weibull_prior 10,magenta
-0.009770818803968295,0.1907046609005354,HI-VAE_piecewise_prior 1,grey
-0.019193837252019452,0.18963400572030908,HI-VAE_piecewise_prior 2,grey
-0.03990569908110131,0.19109234386217702,HI-VAE_piecewise_prior 3,grey
-0.10415452815691684,0.1898834142180824,HI-VAE_piecewise_prior 4,grey
0.13255222007566483,0.1921528462400863,HI-VAE_piecewise_prior 5,grey
0.17011940943856302,0.19159041223232037,HI-VAE_piecewise_prior 6,grey
0.10999189223592928,0.19163484076175438,HI-VAE_piecewise_prior 7,grey
-0.010590250692994074,0.19165462785095136,HI-VAE_piecewise_prior 8,grey
-0.024936818497445973,0.19023188497952107,HI-VAE_piecewise_prior 9,grey
0.10221673218159154,0.1929290922903708,HI-VAE_piecewise_prior 10,grey
